#NUMBER OF AGES= 1
#----------------------------------------------------       
#MIX-LEN  Y      Z          Zeff        [Fe/H] [a/Fe]
# 1.9380  0.3300 1.6706E-03 8.5034E-04  -1.24   0.40 
#----------------------------------------------------       
#**PHOTOMETRIC SYSTEM**: HST WFPC2 (Vega)                   
#----------------------------------------------------       
#AGE=11.800 EEPS=266
#EEP   M/Mo    LogTeff  LogG   LogL/Lo F218W   F255W   F300W   F336W   F439W   F450W   F555W   F606W   F622W   F675W   F791W   F814W   F850LP
  14  0.115594  3.5302  5.2501 -2.6753 20.6767 20.5022 16.8395 16.0237 14.8680 14.3193 12.9625 12.4372 12.2476 11.8418 10.8505 10.8094 10.3510
  15  0.131401  3.5367  5.2001 -2.5439 20.2911 19.9379 16.3786 15.5491 14.3884 13.8699 12.5503 12.0267 11.8372 11.4417 10.5143 10.4748 10.0306
  16  0.146234  3.5427  5.1608 -2.4347 19.9579 19.4543 15.9887 15.1506 13.9893 13.4940 12.2061 11.6845 11.4952 11.1079 10.2341 10.1960  9.7642
  17  0.159935  3.5480  5.1307 -2.3445 19.6732 19.0501 15.6640 14.8201 13.6599 13.1818 11.9200 11.4005 11.2116 10.8312 10.0023  9.9654  9.5445
  18  0.172993  3.5526  5.1061 -2.2675 19.4225 18.7038 15.3886 14.5413 13.3837 12.9181 11.6777 11.1604 10.9719 10.5970  9.8045  9.7686  9.3570
  19  0.185787  3.5565  5.0844 -2.1988 19.1958 18.3980 15.1464 14.2975 13.1438 12.6881 11.4658 10.9506 10.7626 10.3920  9.6289  9.5938  9.1898
  20  0.199334  3.5602  5.0640 -2.1335 18.9794 18.1135 14.9197 14.0703 12.9212 12.4736 11.2675 10.7545 10.5670 10.2002  9.4623  9.4280  9.0308
  21  0.212861  3.5633  5.0458 -2.0740 18.7813 17.8577 14.7147 13.8653 12.7212 12.2802 11.0884 10.5775 10.3907 10.0270  9.3108  9.2771  8.8858
  22  0.226396  3.5662  5.0294 -2.0191 18.5967 17.6230 14.5260 13.6772 12.5385 12.1032 10.9245 10.4159 10.2297  9.8689  9.1709  9.1377  8.7517
  23  0.238753  3.5685  5.0156 -1.9725 18.4433 17.4302 14.3676 13.5192 12.3854 11.9544 10.7866 10.2801 10.0945  9.7361  9.0525  9.0198  8.6379
