#NUMBER OF AGES= 1
#----------------------------------------------------       
#MIX-LEN  Y      Z          Zeff        [Fe/H] [a/Fe]
# 1.9380  0.3300 1.6706E-03 8.5034E-04  -1.24   0.40 
#----------------------------------------------------       
#**PHOTOMETRIC SYSTEM**: HST WFPC2 (Vega)                   
#----------------------------------------------------       
#AGE=11.200 EEPS=266
#EEP   M/Mo    LogTeff  LogG   LogL/Lo F218W   F255W   F300W   F336W   F439W   F450W   F555W   F606W   F622W   F675W   F791W   F814W   F850LP
  14  0.119397  3.5318  5.2377 -2.6426 20.5821 20.3637 16.7256 15.9060 14.7485 14.2076 12.8599 12.3351 12.1454 11.7422 10.7669 10.7262 10.2713
  15  0.135466  3.5383  5.1891 -2.5135 20.1997 19.8048 16.2709 15.4388 14.2776 13.7658 12.4549 11.9317 11.7423 11.3490 10.4364 10.3972  9.9564
  16  0.150486  3.5443  5.1518 -2.4068 19.8708 19.3294 15.8880 15.0479 13.8868 13.3970 12.1173 11.5964 11.4071 11.0220 10.1623 10.1246  9.6961
  17  0.164376  3.5496  5.1231 -2.3188 19.5899 18.9341 15.5717 14.7264 13.5669 13.0931 11.8386 11.3198 11.1310 10.7525  9.9362  9.8997  9.4819
  18  0.177648  3.5541  5.0993 -2.2433 19.3424 18.5946 15.3023 14.4543 13.2980 12.8361 11.6022 11.0856 10.8972 10.5240  9.7424  9.7068  9.2980
  19  0.190650  3.5579  5.0781 -2.1760 19.1199 18.2972 15.0665 14.2175 13.0654 12.6127 11.3962 10.8817 10.6940 10.3247  9.5707  9.5358  9.1343
  20  0.204441  3.5613  5.0582 -2.1120 18.9074 18.0197 14.8449 13.9955 12.8482 12.4031 11.2023 10.6900 10.5028 10.1371  9.4074  9.3732  8.9783
  21  0.217701  3.5643  5.0410 -2.0552 18.7182 17.7765 14.6497 13.8004 12.6582 12.2192 11.0319 10.5218 10.3352  9.9725  9.2629  9.2294  8.8399
  22  0.231077  3.5671  5.0252 -2.0023 18.5405 17.5520 14.4685 13.6198 12.4831 12.0494 10.8746 10.3668 10.1808  9.8209  9.1283  9.0953  8.7108
  23  0.242498  3.5692  5.0126 -1.9600 18.4026 17.3796 14.3252 13.4769 12.3445 11.9146 10.7498 10.2439 10.0584  9.7007  9.0209  8.9882  8.6076
  24  0.251501  3.5707  5.0031 -1.9282 18.3001 17.2541 14.2185 13.3702 12.2411 11.8137 10.6562 10.1520  9.9670  9.6110  8.9402  8.9079  8.5301
  25  0.258180  3.5719  4.9964 -1.9056 18.2268 17.1646 14.1424 13.2942 12.1675 11.7419 10.5897 10.0866  9.9019  9.5472  8.8827  8.8506  8.4748
  26  0.263295  3.5727  4.9916 -1.8890 18.1730 17.0994 14.0869 13.2387 12.1139 11.6895 10.5410 10.0389  9.8544  9.5005  8.8407  8.8087  8.4344
  27  0.267251  3.5734  4.9882 -1.8765 18.1323 17.0498 14.0450 13.1969 12.0735 11.6501 10.5044 10.0029  9.8185  9.4653  8.8090  8.7771  8.4040
  28  0.270452  3.5739  4.9858 -1.8669 18.1005 17.0106 14.0122 13.1642 12.0418 11.6190 10.4756  9.9747  9.7905  9.4378  8.7845  8.7527  8.3805
  29  0.273096  3.5743  4.9837 -1.8587 18.0737 16.9774 13.9844 13.1363 12.0150 11.5927 10.4512  9.9508  9.7667  9.4145  8.7637  8.7320  8.3608
  30  0.275532  3.5748  4.9817 -1.8513 18.0490 16.9466 13.9587 13.1106 11.9902 11.5684 10.4288  9.9287  9.7447  9.3930  8.7447  8.7131  8.3426
  31  0.278062  3.5752  4.9802 -1.8439 18.0244 16.9155 13.9331 13.0849 11.9653 11.5441 10.4062  9.9066  9.7228  9.3716  8.7259  8.6944  8.3247
  32  0.280682  3.5757  4.9782 -1.8358 17.9977 16.8821 13.9053 13.0572 11.9386 11.5179 10.3820  9.8828  9.6991  9.3484  8.7055  8.6740  8.3053
  33  0.283627  3.5762  4.9757 -1.8269 17.9683 16.8455 13.8748 13.0267 11.9092 11.4892 10.3554  9.8566  9.6730  9.3229  8.6829  8.6514  8.2837
  34  0.286914  3.5767  4.9728 -1.8168 17.9357 16.8054 13.8411 12.9932 11.8767 11.4573 10.3258  9.8275  9.6441  9.2944  8.6574  8.6261  8.2593
  35  0.288686  3.5768  4.9711 -1.8117 17.9174 16.7837 13.8242 12.9768 11.8627 11.4434 10.3130  9.8149  9.6316  9.2817  8.6451  8.6136  8.2468
  36  0.291121  3.5770  4.9684 -1.8045 17.8940 16.7566 13.8017 12.9548 11.8430 11.4240 10.2951  9.7971  9.6139  9.2638  8.6274  8.5960  8.2291
  37  0.314401  3.5822  4.9409 -1.7242 17.6515 16.4321 13.5334 12.6848 11.5762 11.1600 10.0479  9.5529  9.3707  9.0258  8.4237  8.3932  8.0371
  38  0.335610  3.5874  4.9133 -1.6479 17.4016 16.1002 13.2668 12.4188 11.3204 10.9065  9.8137  9.3232  9.1425  8.8030  8.2304  8.2007  7.8547
  39  0.363607  3.5948  4.8744 -1.5432 16.9899 15.6007 12.8657 12.0237 10.9597 10.5535  9.4973  9.0191  8.8416  8.5106  7.9653  7.9366  7.6021
  40  0.378064  3.5998  4.8524 -1.4843 16.7610 15.3126 12.6341 11.7949 10.7503 10.3480  9.3140  8.8436  8.6681  8.3428  7.8157  7.7877  7.4611
  41  0.389015  3.6042  4.8353 -1.4372 16.5807 15.0793 12.4467 11.6092 10.5802 10.1807  9.1654  8.7019  8.5282  8.2079  7.6965  7.6692  7.3496
  42  0.398945  3.6086  4.8198 -1.3933 16.4095 14.8592 12.2677 11.4317 10.4181 10.0218  9.0257  8.5695  8.3974  8.0825  7.5853  7.5585  7.2457
  43  0.408233  3.6130  4.8057 -1.3514 16.2417 14.6490 12.0922 11.2573 10.2591  9.8670  8.8910  8.4430  8.2729  7.9634  7.4787  7.4526  7.1462
  44  0.417415  3.6179  4.7924 -1.3089 16.0681 14.4354 11.9099 11.0753 10.0942  9.7073  8.7536  8.3150  8.1471  7.8439  7.3713  7.3459  7.0464
  45  0.426294  3.6230  4.7803 -1.2669 15.8907 14.2180 11.7218 10.8863  9.9244  9.5435  8.6144  8.1868  8.0214  7.7252  7.2650  7.2405  6.9482
  46  0.434837  3.6285  4.7695 -1.2259 15.7132 14.0016 11.5302 10.6934  9.7533  9.3792  8.4762  8.0604  7.8976  7.6091  7.1614  7.1376  6.8529
  47  0.443230  3.6342  4.7600 -1.1853 15.5360 13.7889 11.3329 10.4948  9.5793  9.2125  8.3368  7.9336  7.7740  7.4938  7.0590  7.0361  6.7594
  48  0.451310  3.6400  4.7516 -1.1458 15.3641 13.5841 11.1328 10.2943  9.4064  9.0473  8.1995  7.8095  7.6529  7.3814  6.9598  6.9379  6.6694
  49  0.459380  3.6460  4.7439 -1.1063 15.1712 13.3567 10.9237 10.0850  9.2319  8.8807  8.0615  7.6849  7.5317  7.2689  6.8604  6.8394  6.5792
  50  0.467279  3.6523  4.7374 -1.0672 14.9412 13.0861 10.7030  9.8642  9.0574  8.7139  7.9243  7.5612  7.4120  7.1574  6.7615  6.7414  6.4896
  51  0.475264  3.6589  4.7315 -1.0274 14.6709 12.7644 10.4576  9.6239  8.8777  8.5419  7.7836  7.4343  7.2897  7.0433  6.6603  6.6411  6.3982
  52  0.479999  3.6630  4.7281 -1.0037 14.4950 12.5581 10.3043  9.4763  8.7708  8.4397  7.7001  7.3590  7.2172  6.9756  6.6002  6.5816  6.3439
  53  0.484657  3.6670  4.7251 -0.9803 14.3089 12.3442 10.1491  9.3284  8.6658  8.3393  7.6181  7.2849  7.1461  6.9091  6.5410  6.5230  6.2904
  54  0.489246  3.6710  4.7222 -0.9573 14.1124 12.1234  9.9926  9.1809  8.5629  8.2410  7.5377  7.2121  7.0762  6.8436  6.4826  6.4651  6.2377
