#NUMBER OF AGES= 1
#----------------------------------------------------       
#MIX-LEN  Y      Z          Zeff        [Fe/H] [a/Fe]
# 1.9380  0.3300 1.6706E-03 8.5034E-04  -1.24   0.40 
#----------------------------------------------------       
#**PHOTOMETRIC SYSTEM**: HST WFPC2 (Vega)                   
#----------------------------------------------------       
#AGE=12.000 EEPS=266
#EEP   M/Mo    LogTeff  LogG   LogL/Lo F218W   F255W   F300W   F336W   F439W   F450W   F555W   F606W   F622W   F675W   F791W   F814W   F850LP
  14  0.114370  3.5297  5.2541 -2.6860 20.7075 20.5473 16.8767 16.0621 14.9071 14.3558 12.9960 12.4706 12.2810 11.8743 10.8778 10.8366 10.3770
  15  0.130089  3.5362  5.2037 -2.5539 20.3209 19.9814 16.4138 15.5853 14.4247 13.9041 12.5816 12.0578 11.8683 11.4721 10.5398 10.5002 10.0549
  16  0.144867  3.5421  5.1638 -2.4438 19.9862 19.4950 16.0215 15.1841 14.0228 13.5256 12.2351 11.7133 11.5239 11.1359 10.2576 10.2193  9.7864
  17  0.158505  3.5475  5.1332 -2.3529 19.7004 19.0881 15.6942 14.8508 13.6904 13.2109 11.9467 11.4270 11.2380 10.8570 10.0239  9.9870  9.5650
  18  0.171481  3.5521  5.1084 -2.2755 19.4488 18.7399 15.4171 14.5701 13.4121 12.9453 11.7027 11.1852 10.9966 10.6211  9.8249  9.7890  9.3764
  19  0.184246  3.5561  5.0865 -2.2062 19.2204 18.4308 15.1722 14.3234 13.1692 12.7125 11.4883 10.9729 10.7848 10.4138  9.6477  9.6126  9.2078
  20  0.197659  3.5598  5.0659 -2.1407 19.0034 18.1448 14.9446 14.0952 12.9455 12.4971 11.2893 10.7760 10.5884 10.2212  9.4806  9.4462  9.0482
  21  0.211309  3.5630  5.0474 -2.0801 18.8017 17.8839 14.7357 13.8863 12.7416 12.3000 11.1067 10.5956 10.4087 10.0447  9.3263  9.2925  8.9006
  22  0.224832  3.5659  5.0308 -2.0247 18.6159 17.6472 14.5455 13.6966 12.5573 12.1214 10.9414 10.4325 10.2462  9.8851  9.1853  9.1521  8.7655
  23  0.237485  3.5683  5.0166 -1.9767 18.4573 17.4476 14.3821 13.5336 12.3994 11.9680 10.7992 10.2925 10.1068  9.7483  9.0633  9.0306  8.6483
