#NUMBER OF AGES= 1
#----------------------------------------------------       
#MIX-LEN  Y      Z          Zeff        [Fe/H] [a/Fe]
# 1.9380  0.3300 1.6706E-03 8.5034E-04  -1.24   0.40 
#----------------------------------------------------       
#**PHOTOMETRIC SYSTEM**: HST WFPC2 (Vega)                   
#----------------------------------------------------       
#AGE=10.200 EEPS=267
#EEP   M/Mo    LogTeff  LogG   LogL/Lo F218W   F255W   F300W   F336W   F439W   F450W   F555W   F606W   F622W   F675W   F791W   F814W   F850LP
  13  0.110105  3.5278  5.2697 -2.7257 20.8217 20.7149 17.0156 16.2062 15.0541 14.4927 13.1218 12.5961 12.4064 11.9962 10.9797 10.9380 10.4741
  14  0.126503  3.5347  5.2159 -2.5845 20.4115 20.1142 16.5217 15.6960 14.5363 14.0088 12.6775 12.1532 11.9637 11.5651 10.6180 10.5780 10.1294
  15  0.142986  3.5413  5.1707 -2.4601 20.0366 19.5681 16.0800 15.2438 14.0826 13.5819 12.2864 11.7643 11.5749 11.1858 10.2993 10.2609  9.8261
  16  0.158445  3.5473  5.1366 -2.3573 19.7144 19.1072 15.7096 14.8662 13.7058 13.2253 11.9599 11.4402 11.2511 10.8699 10.0351  9.9981  9.5757
  17  0.172666  3.5523  5.1101 -2.2733 19.4409 18.7281 15.4085 14.5613 13.4037 12.9371 11.6952 11.1778 10.9892 10.6140  9.8193  9.7833  9.3712
  18  0.186056  3.5565  5.0875 -2.2016 19.2039 18.4079 15.1551 14.3063 13.1527 12.6966 11.4737 10.9585 10.7705 10.3997  9.6359  9.6008  9.1966
  19  0.199800  3.5602  5.0669 -2.1355 18.9849 18.1196 14.9254 14.0761 12.9271 12.4793 11.2729 10.7598 10.5724 10.2054  9.4673  9.4329  9.0356
  20  0.213274  3.5632  5.0488 -2.0763 18.7879 17.8652 14.7214 13.8720 12.7279 12.2867 11.0946 10.5836 10.3967 10.0331  9.3165  9.2827  8.8914
  21  0.226554  3.5661  5.0324 -2.0221 18.6059 17.6337 14.5353 13.6865 12.5478 12.1122 10.9330 10.4243 10.2381  9.8772  9.1786  9.1454  8.7592
  22  0.238702  3.5684  5.0186 -1.9759 18.4534 17.4422 14.3784 13.5300 12.3962 11.9649 10.7965 10.2899 10.1042  9.7457  9.0612  9.0285  8.6465
  23  0.248395  3.5701  5.0080 -1.9410 18.3405 17.3032 14.2607 13.4123 12.2822 11.8538 10.6934 10.1886 10.0034  9.6467  8.9725  8.9400  8.5611
  24  0.255770  3.5714  5.0002 -1.9153 18.2577 17.2022 14.1746 13.3264 12.1988 11.7724 10.6180 10.1145  9.9297  9.5744  8.9074  8.8751  8.4985
  25  0.261333  3.5723  4.9945 -1.8966 18.1977 17.1294 14.1124 13.2642 12.1386 11.7137 10.5635 10.0609  9.8763  9.5220  8.8601  8.8280  8.4531
  26  0.265679  3.5730  4.9904 -1.8826 18.1523 17.0743 14.0656 13.2174 12.0934 11.6694 10.5222 10.0205  9.8361  9.4825  8.8245  8.7925  8.4188
  27  0.269105  3.5736  4.9874 -1.8717 18.1168 17.0310 14.0291 13.1810 12.0581 11.6349 10.4903  9.9891  9.8048  9.4519  8.7968  8.7650  8.3923
  28  0.272008  3.5741  4.9851 -1.8630 18.0880 16.9953 13.9993 13.1511 12.0293 11.6067 10.4641  9.9634  9.7792  9.4268  8.7745  8.7428  8.3711
  29  0.274545  3.5745  4.9831 -1.8551 18.0622 16.9635 13.9726 13.1244 12.0035 11.5814 10.4407  9.9404  9.7563  9.4043  8.7546  8.7230  8.3520
  30  0.277053  3.5750  4.9811 -1.8475 18.0372 16.9321 13.9465 13.0983 11.9782 11.5567 10.4177  9.9178  9.7338  9.3824  8.7352  8.7036  8.3334
  31  0.279832  3.5755  4.9795 -1.8395 18.0108 16.8988 13.9188 13.0707 11.9515 11.5305 10.3935  9.8940  9.7102  9.3592  8.7149  8.6833  8.3142
  32  0.282829  3.5760  4.9771 -1.8304 17.9813 16.8619 13.8880 13.0400 11.9217 11.5014 10.3665  9.8675  9.6838  9.3333  8.6919  8.6605  8.2923
  33  0.286307  3.5765  4.9744 -1.8202 17.9475 16.8201 13.8531 13.0051 11.8881 11.4683 10.3358  9.8373  9.6538  9.3039  8.6658  8.6344  8.2672
  34  0.288242  3.5766  4.9729 -1.8149 17.9283 16.7973 13.8355 12.9880 11.8735 11.4539 10.3227  9.8244  9.6411  9.2909  8.6531  8.6217  8.2544
  35  0.291619  3.5769  4.9697 -1.8051 17.8962 16.7589 13.8036 12.9568 11.8448 11.4257 10.2967  9.7985  9.6154  9.2652  8.6289  8.5974  8.2305
  36  0.316815  3.5827  4.9399 -1.7179 17.6306 16.4025 13.5103 12.6615 11.5537 11.1375 10.0272  9.5324  9.3504  9.0060  8.4074  8.3769  8.0220
  37  0.340278  3.5885  4.9098 -1.6339 17.3447 16.0295 13.2115 12.3644 11.2708 10.8580  9.7703  9.2816  9.1012  8.7629  8.1948  8.1651  7.8209
  38  0.368148  3.5962  4.8709 -1.5290 16.9296 15.5265 12.8068 11.9658 10.9077 10.5027  9.4525  8.9764  8.7995  8.4700  7.9291  7.9006  7.5681
  39  0.381055  3.6008  4.8511 -1.4756 16.7251 15.2656 12.5973 11.7585 10.7176 10.3158  9.2858  8.8169  8.6418  8.3176  7.7938  7.7660  7.4409
  40  0.392105  3.6053  4.8340 -1.4283 16.5427 15.0293 12.4072 11.5701 10.5451 10.1464  9.1356  8.6739  8.5005  8.1815  7.6736  7.6464  7.3285
  41  0.402094  3.6097  4.8188 -1.3841 16.3695 14.8067 12.2258 11.3900 10.3806  9.9854  8.9945  8.5404  8.3688  8.0553  7.5617  7.5351  7.2240
  42  0.411881  3.6145  4.8043 -1.3400 16.1922 14.5857 12.0401 11.2054 10.2125  9.8219  8.8527  8.4075  8.2381  7.9305  7.4498  7.4240  7.1198
  43  0.421457  3.6198  4.7910 -1.2959 16.0086 14.3604 11.8472 11.0123 10.0381  9.6532  8.7082  8.2734  8.1064  7.8057  7.3379  7.3128  7.0160
  44  0.430797  3.6254  4.7789 -1.2518 15.8207 14.1305 11.6468 10.8108  9.8579  9.4798  8.5614  8.1385  7.9742  7.6813  7.2267  7.2024  6.9135
  45  0.439844  3.6312  4.7683 -1.2088 15.6336 13.9037 11.4425 10.6052  9.6763  9.3055  8.4152  8.0052  7.8439  7.5593  7.1180  7.0947  6.8139
  46  0.448470  3.6372  4.7591 -1.1673 15.4536 13.6889 11.2369 10.3986  9.4964  9.1334  8.2717  7.8753  7.7170  7.4412  7.0136  6.9912  6.7188
  47  0.456835  3.6433  4.7511 -1.1268 15.2691 13.4699 11.0265 10.1882  9.3180  8.9630  8.1305  7.7478  7.5929  7.3261  6.9121  6.8906  6.6268
  48  0.465007  3.6495  4.7441 -1.0871 15.0532 13.2171 10.8087  9.9700  9.1410  8.7940  7.9912  7.6221  7.4710  7.2129  6.8118  6.7912  6.5359
  49  0.473286  3.6562  4.7379 -1.0466 14.7931 12.9077 10.5678  9.7313  8.9586  8.6195  7.8483  7.4932  7.3466  7.0969  6.7088  6.6893  6.4428
  50  0.481607  3.6632  4.7325 -1.0055 14.4926 12.5520 10.3031  9.4753  8.7723  8.4414  7.7030  7.3624  7.2207  6.9795  6.6046  6.5860  6.3487
  51  0.490133  3.6705  4.7273 -0.9634 14.1449 12.1569 10.0198  9.2068  8.5834  8.2609  7.5555  7.2290  7.0927  6.8597  6.4979  6.4803  6.2524
  52  0.494824  3.6745  4.7244 -0.9403 13.9381 11.9299  9.8626  9.0599  8.4818  8.1639  7.4759  7.1568  7.0235  6.7945  6.4394  6.4224  6.1995
  53  0.499444  3.6785  4.7215 -0.9176 13.7221 11.7002  9.7070  8.9157  8.3836  8.0700  7.3985  7.0863  6.9559  6.7309  6.3821  6.3656  6.1475
  54  0.504005  3.6824  4.7187 -0.8953 13.4961 11.4694  9.5528  8.7742  8.2882  7.9792  7.3232  7.0176  6.8900  6.6686  6.3257  6.3097  6.0963
  55  0.508490  3.6861  4.7157 -0.8734 13.2636 11.2421  9.4020  8.6371  8.1966  7.8921  7.2508  6.9512  6.8263  6.6082  6.2707  6.2552  6.0463
  56  0.512887  3.6898  4.7126 -0.8520 13.0091 11.0129  9.2515  8.5019  8.1079  7.8081  7.1807  6.8868  6.7645  6.5495  6.2172  6.2022  5.9975
  57  0.517199  3.6933  4.7095 -0.8310 12.7444 10.7871  9.1031  8.3698  8.0219  7.7269  7.1129  6.8244  6.7045  6.4924  6.1652  6.1506  5.9500
  58  0.521420  3.6968  4.7065 -0.8105 12.4722 10.5671  8.9578  8.2414  7.9388  7.6486  7.0474  6.7640  6.6465  6.4372  6.1147  6.1005  5.9040
