#NUMBER OF AGES= 1
#----------------------------------------------------       
#MIX-LEN  Y      Z          Zeff        [Fe/H] [a/Fe]
# 1.9380  0.3300 1.6706E-03 8.5034E-04  -1.24   0.40 
#----------------------------------------------------       
#**PHOTOMETRIC SYSTEM**: HST WFPC2 (Vega)                   
#----------------------------------------------------       
#AGE=10.600 EEPS=266
#EEP   M/Mo    LogTeff  LogG   LogL/Lo F218W   F255W   F300W   F336W   F439W   F450W   F555W   F606W   F622W   F675W   F791W   F814W   F850LP
  14  0.123524  3.5335  5.2248 -2.6084 20.4820 20.2171 16.6057 15.7824 14.6234 14.0905 12.7525 12.2279 12.0384 11.6378 10.6792 10.6389 10.1877
  15  0.139834  3.5400  5.1781 -2.4820 20.1039 19.6657 16.1586 15.3240 14.1627 13.6575 12.3557 11.8331 11.6437 11.2529 10.3556 10.3168  9.8795
  16  0.155110  3.5461  5.1427 -2.3775 19.7791 19.1984 15.7825 14.9404 13.7796 13.2954 12.0243 11.5040 11.3149 10.9321 10.0872 10.0498  9.6250
  17  0.169196  3.5512  5.1154 -2.2919 19.5022 18.8125 15.4753 14.6288 13.4703 13.0009 11.7538 11.2358 11.0471 10.6706  9.8672  9.8309  9.4165
  18  0.182568  3.5555  5.0924 -2.2185 19.2603 18.4834 15.2146 14.3660 13.2113 12.7529 11.5256 11.0098 10.8216 10.4500  9.6791  9.6438  9.2378
  19  0.196002  3.5593  5.0714 -2.1520 19.0398 18.1915 14.9826 14.1334 12.9832 12.5334 11.3229 10.8092 10.6217 10.2538  9.5093  9.4747  9.0757
  20  0.209706  3.5625  5.0525 -2.0905 18.8354 17.9264 14.7704 13.9210 12.7756 12.3328 11.1373 10.6258 10.4387 10.0743  9.3525  9.3186  8.9258
  21  0.222938  3.5654  5.0358 -2.0354 18.6510 17.6909 14.5812 13.7322 12.5920 12.1550 10.9726 10.4633 10.2769  9.9154  9.2124  9.1791  8.7916
  22  0.235700  3.5679  5.0212 -1.9862 18.4872 17.4846 14.4133 13.5648 12.4299 11.9977 10.8268 10.3197 10.1339  9.7749  9.0873  9.0544  8.6715
  23  0.246099  3.5698  5.0098 -1.9483 18.3644 17.3325 14.2855 13.4371 12.3061 11.8771 10.7151 10.2098 10.0245  9.6675  8.9911  8.9586  8.5791
  24  0.254127  3.5711  5.0013 -1.9203 18.2739 17.2219 14.1913 13.3430 12.2149 11.7882 10.6325 10.1289  9.9439  9.5883  8.9199  8.8876  8.5105
  25  0.260102  3.5722  4.9952 -1.9001 18.2089 17.1430 14.1240 13.2757 12.1498 11.7246 10.5735 10.0709  9.8862  9.5317  8.8689  8.8368  8.4615
  26  0.264742  3.5729  4.9909 -1.8851 18.1605 17.0842 14.0739 13.2257 12.1014 11.6773 10.5296 10.0277  9.8432  9.4896  8.8308  8.7988  8.4249
  27  0.268369  3.5735  4.9877 -1.8736 18.1229 17.0385 14.0354 13.1873 12.0642 11.6409 10.4958  9.9946  9.8103  9.4572  8.8016  8.7697  8.3970
  28  0.271378  3.5740  4.9854 -1.8646 18.0930 17.0015 14.0045 13.1564 12.0343 11.6117 10.4688  9.9679  9.7838  9.4313  8.7786  8.7468  8.3749
  29  0.273944  3.5744  4.9834 -1.8566 18.0670 16.9693 13.9775 13.1294 12.0082 11.5861 10.4450  9.9446  9.7606  9.4085  8.7584  8.7268  8.3557
  30  0.276408  3.5749  4.9814 -1.8491 18.0422 16.9382 13.9517 13.1036 11.9833 11.5617 10.4224  9.9224  9.7384  9.3868  8.7392  8.7076  8.3373
  31  0.279067  3.5754  4.9798 -1.8413 18.0166 16.9060 13.9249 13.0769 11.9575 11.5364 10.3990  9.8994  9.7156  9.3645  8.7197  8.6881  8.3187
  32  0.281892  3.5759  4.9775 -1.8328 17.9885 16.8708 13.8956 13.0476 11.9291 11.5086 10.3733  9.8742  9.6905  9.3400  8.6978  8.6664  8.2980
