#NUMBER OF AGES= 1
#----------------------------------------------------       
#MIX-LEN  Y      Z          Zeff        [Fe/H] [a/Fe]
# 1.9380  0.3300 1.6706E-03 8.5034E-04  -1.24   0.40 
#----------------------------------------------------       
#**PHOTOMETRIC SYSTEM**: HST WFPC2 (Vega)                   
#----------------------------------------------------       
#AGE=11.600 EEPS=266
#EEP   M/Mo    LogTeff  LogG   LogL/Lo F218W   F255W   F300W   F336W   F439W   F450W   F555W   F606W   F622W   F675W   F791W   F814W   F850LP
  14  0.116818  3.5307  5.2460 -2.6646 20.6459 20.4571 16.8024 15.9853 14.8289 14.2828 12.9290 12.4039 12.2142 11.8093 10.8232 10.7823 10.3250
  15  0.132714  3.5372  5.1964 -2.5340 20.2612 19.8944 16.3433 15.5130 14.3521 13.8358 12.5190 11.9956 11.8061 11.4113 10.4888 10.4493 10.0063
  16  0.147601  3.5432  5.1578 -2.4256 19.9296 19.4136 15.9558 15.1171 13.9558 13.4623 12.1771 11.6557 11.4665 11.0798 10.2106 10.1727  9.7419
  17  0.161365  3.5485  5.1282 -2.3360 19.6460 19.0121 15.6337 14.7894 13.6294 13.1527 11.8933 11.3740 11.1851 10.8053  9.9806  9.9439  9.5240
  18  0.174506  3.5531  5.1038 -2.2595 19.3962 18.6677 15.3601 14.5126 13.3553 12.8910 11.6527 11.1357 10.9472 10.5729  9.7840  9.7482  9.3375
  19  0.187328  3.5570  5.0823 -2.1915 19.1713 18.3653 15.1205 14.2716 13.1184 12.6637 11.4433 10.9283 10.7404 10.3703  9.6100  9.5751  9.1719
  20  0.201009  3.5605  5.0621 -2.1263 18.9555 18.0822 14.8948 14.0454 12.8969 12.4501 11.2458 10.7330 10.5457 10.1792  9.4440  9.4097  9.0133
  21  0.214414  3.5636  5.0443 -2.0679 18.7610 17.8314 14.6936 13.8443 12.7007 12.2605 11.0701 10.5594 10.3726 10.0093  9.2953  9.2616  8.8709
  22  0.227959  3.5665  5.0279 -2.0134 18.5776 17.5988 14.5065 13.6577 12.5198 12.0850 10.9076 10.3993 10.2132  9.8527  9.1565  9.1234  8.7378
  23  0.240021  3.5688  5.0145 -1.9682 18.4294 17.4128 14.3531 13.5047 12.3715 11.9408 10.7740 10.2678 10.0822  9.7240  9.0417  9.0090  8.6276
  24  0.249660  3.5704  5.0045 -1.9339 18.3187 17.2769 14.2378 13.3894 12.2597 11.8319 10.6731 10.1685  9.9834  9.6271  8.9547  8.9223  8.5440
