#NUMBER OF AGES= 1
#----------------------------------------------------       
#MIX-LEN  Y      Z          Zeff        [Fe/H] [a/Fe]
# 1.9380  0.3300 1.6706E-03 8.5034E-04  -1.24   0.40 
#----------------------------------------------------       
#**PHOTOMETRIC SYSTEM**: HST WFPC2 (Vega)                   
#----------------------------------------------------       
#AGE=11.400 EEPS=266
#EEP   M/Mo    LogTeff  LogG   LogL/Lo F218W   F255W   F300W   F336W   F439W   F450W   F555W   F606W   F622W   F675W   F791W   F814W   F850LP
  14  0.118086  3.5313  5.2419 -2.6537 20.6144 20.4110 16.7644 15.9461 14.7891 14.2455 12.8948 12.3698 12.1801 11.7761 10.7953 10.7545 10.2984
  15  0.134069  3.5378  5.1928 -2.5238 20.2308 19.8501 16.3074 15.4762 14.3151 13.8011 12.4872 11.9639 11.7744 11.3804 10.4628 10.4235  9.9815
  16  0.149019  3.5438  5.1548 -2.4163 19.9005 19.3719 15.9223 15.0828 13.9217 13.4300 12.1475 11.6263 11.4371 11.0512 10.1867 10.1489  9.7192
  17  0.162845  3.5491  5.1256 -2.3275 19.6182 18.9734 15.6030 14.7581 13.5984 13.1231 11.8661 11.3471 11.1583 10.7791  9.9586  9.9220  9.5031
  18  0.176057  3.5536  5.1016 -2.2514 19.3695 18.6313 15.3314 14.4836 13.3267 12.8636 11.6275 11.1107 10.9223 10.5485  9.7633  9.7276  9.3179
  19  0.188949  3.5574  5.0802 -2.1839 19.1460 18.3317 15.0939 14.2450 13.0923 12.6386 11.4201 10.9053 10.7175 10.3478  9.5906  9.5557  9.1534
  20  0.202712  3.5609  5.0601 -2.1191 18.9315 18.0510 14.8698 14.0204 12.8725 12.4266 11.2240 10.7115 10.5243 10.1582  9.4257  9.3915  8.9958
  21  0.216027  3.5640  5.0427 -2.0617 18.7399 17.8044 14.6720 13.8227 12.6797 12.2401 11.0512 10.5409 10.3541  9.9912  9.2793  9.2457  8.8556
  22  0.229520  3.5668  5.0265 -2.0078 18.5588 17.5751 14.4874 13.6386 12.5013 12.0671 10.8910 10.3829 10.1969  9.8367  9.1423  9.1092  8.7242
  23  0.241269  3.5690  5.0135 -1.9641 18.4158 17.3959 14.3389 13.4906 12.3578 11.9275 10.7617 10.2557 10.0701  9.7122  9.0312  8.9985  8.6175
