#NUMBER OF AGES= 1
#----------------------------------------------------       
#MIX-LEN  Y      Z          Zeff        [Fe/H] [a/Fe]
# 1.9380  0.3300 1.6706E-03 8.5034E-04  -1.24   0.40 
#----------------------------------------------------       
#**PHOTOMETRIC SYSTEM**: HST WFPC2 (Vega)                   
#----------------------------------------------------       
#AGE=10.400 EEPS=267
#EEP   M/Mo    LogTeff  LogG   LogL/Lo F218W   F255W   F300W   F336W   F439W   F450W   F555W   F606W   F622W   F675W   F791W   F814W   F850LP
  13  0.108746  3.5272  5.2744 -2.7382 20.8572 20.7669 17.0588 16.2511 15.1000 14.5355 13.1611 12.6353 12.4456 12.0343 11.0116 10.9697 10.5044
  14  0.124986  3.5341  5.2204 -2.5966 20.4472 20.1663 16.5642 15.7397 14.5803 14.0501 12.7154 12.1909 12.0014 11.6018 10.6489 10.6087 10.1589
  15  0.141380  3.5406  5.1744 -2.4712 20.0707 19.6175 16.1198 15.2844 14.1231 13.6202 12.3215 11.7991 11.6097 11.2197 10.3278 10.2892  9.8531
  16  0.156748  3.5467  5.1397 -2.3675 19.7472 19.1533 15.7463 14.9035 13.7429 13.2606 11.9924 11.4723 11.2832 10.9012 10.0614 10.0242  9.6006
  17  0.170901  3.5518  5.1128 -2.2827 19.4719 18.7707 15.4422 14.5953 13.4372 12.9692 11.7247 11.2070 11.0184 10.6425  9.8434  9.8073  9.3941
  18  0.184286  3.5560  5.0900 -2.2101 19.2323 18.4458 15.1850 14.3363 13.1821 12.7249 11.4998 10.9842 10.7962 10.4250  9.6576  9.6225  9.2173
  19  0.197877  3.5597  5.0692 -2.1438 19.0125 18.1557 14.9541 14.1048 12.9552 12.5064 11.2980 10.7846 10.5971 10.2297  9.4884  9.4539  9.0557
  20  0.211485  3.5629  5.0507 -2.0834 18.8116 17.8957 14.7458 13.8964 12.7516 12.3096 11.1159 10.6046 10.4176 10.0536  9.3344  9.3006  8.9085
  21  0.224737  3.5658  5.0341 -2.0288 18.6284 17.6622 14.5582 13.7093 12.5699 12.1335 10.9527 10.4438 10.2574  9.8963  9.1955  9.1622  8.7754
  22  0.237211  3.5681  5.0199 -1.9810 18.4701 17.4631 14.3956 13.5472 12.4129 11.9811 10.8114 10.3046 10.1189  9.7601  9.0741  9.0413  8.6588
  23  0.247260  3.5700  5.0089 -1.9446 18.3522 17.3176 14.2729 13.4245 12.2939 11.8653 10.7041 10.1990 10.0138  9.6570  8.9816  8.9491  8.5700
  24  0.254961  3.5713  5.0007 -1.9178 18.2656 17.2119 14.1828 13.3345 12.2067 11.7801 10.6251 10.1216  9.9367  9.5812  8.9135  8.8812  8.5044
  25  0.260723  3.5722  4.9948 -1.8983 18.2032 17.1361 14.1181 13.2699 12.1441 11.7191 10.5684 10.0658  9.8812  9.5268  8.8644  8.8323  8.4572
  26  0.265214  3.5729  4.9907 -1.8838 18.1564 17.0792 14.0697 13.2215 12.0973 11.6733 10.5259 10.0241  9.8396  9.4860  8.8276  8.7956  8.4218
  27  0.268738  3.5735  4.9875 -1.8726 18.1199 17.0347 14.0322 13.1841 12.0612 11.6379 10.4930  9.9918  9.8075  9.4546  8.7992  8.7673  8.3946
  28  0.271691  3.5740  4.9852 -1.8638 18.0905 16.9984 14.0019 13.1538 12.0318 11.6092 10.4664  9.9657  9.7815  9.4291  8.7766  8.7448  8.3730
  29  0.274240  3.5744  4.9832 -1.8559 18.0647 16.9664 13.9751 13.1269 12.0059 11.5838 10.4429  9.9425  9.7585  9.4064  8.7565  8.7249  8.3539
  30  0.276723  3.5749  4.9812 -1.8483 18.0397 16.9352 13.9492 13.1010 11.9808 11.5593 10.4201  9.9201  9.7361  9.3847  8.7373  8.7057  8.3354
  31  0.279438  3.5754  4.9796 -1.8404 18.0138 16.9025 13.9219 13.0739 11.9546 11.5336 10.3964  9.8968  9.7130  9.3619  8.7174  8.6858  8.3165
  32  0.282344  3.5759  4.9773 -1.8317 17.9850 16.8665 13.8919 13.0439 11.9256 11.5051 10.3700  9.8710  9.6873  9.3368  8.6950  8.6636  8.2952
