#NUMBER OF AGES= 1
#----------------------------------------------------       
#MIX-LEN  Y      Z          Zeff        [Fe/H] [a/Fe]
# 1.9380  0.3300 1.6706E-03 8.5034E-04  -1.24   0.40 
#----------------------------------------------------       
#**PHOTOMETRIC SYSTEM**: HST WFPC2 (Vega)                   
#----------------------------------------------------       
#AGE=10.800 EEPS=266
#EEP   M/Mo    LogTeff  LogG   LogL/Lo F218W   F255W   F300W   F336W   F439W   F450W   F555W   F606W   F622W   F675W   F791W   F814W   F850LP
  14  0.122116  3.5330  5.2291 -2.6199 20.5159 20.2668 16.6462 15.8241 14.6657 14.1300 12.7888 12.2641 12.0745 11.6731 10.7089 10.6684 10.2160
  15  0.138349  3.5394  5.1818 -2.4926 20.1362 19.7126 16.1965 15.3627 14.2014 13.6940 12.3891 11.8663 11.6769 11.2852 10.3828 10.3439  9.9054
  16  0.153532  3.5455  5.1458 -2.3874 19.8101 19.2427 15.8182 14.9767 13.8157 13.3297 12.0557 11.5352 11.3460 10.9624 10.1125 10.0751  9.6490
  17  0.167551  3.5507  5.1180 -2.3010 19.5319 18.8536 15.5078 14.6617 13.5028 13.0320 11.7824 11.2641 11.0754 10.6983  9.8905  9.8542  9.4386
  18  0.180903  3.5550  5.0947 -2.2268 19.2878 18.5206 15.2439 14.3955 13.2402 12.7807 11.5512 11.0351 10.8469 10.4747  9.7003  9.6649  9.2580
  19  0.194177  3.5588  5.0737 -2.1601 19.0669 18.2271 15.0109 14.1617 13.0109 12.5601 11.3476 10.8337 10.6460 10.2777  9.5300  9.4953  9.0954
  20  0.207939  3.5621  5.0544 -2.0976 18.8593 17.9574 14.7951 13.9458 12.7997 12.3562 11.1590 10.6471 10.4600 10.0952  9.3708  9.3368  8.9433
  21  0.221157  3.5651  5.0375 -2.0421 18.6737 17.7198 14.6043 13.7552 12.6143 12.1767 10.9926 10.4830 10.2966  9.9347  9.2295  9.1961  8.8079
  22  0.234167  3.5676  5.0225 -1.9915 18.5047 17.5067 14.4314 13.5829 12.4474 12.0147 10.8425 10.3352 10.1493  9.7900  9.1008  9.0679  8.6844
  23  0.244912  3.5696  5.0107 -1.9522 18.3769 17.3479 14.2985 13.4501 12.3186 11.8894 10.7264 10.2209 10.0356  9.6784  9.0008  8.9683  8.5884
  24  0.253269  3.5710  5.0019 -1.9228 18.2824 17.2324 14.2002 13.3519 12.2234 11.7965 10.6402 10.1364  9.9514  9.5957  8.9265  8.8942  8.5169
  25  0.259469  3.5721  4.9956 -1.9019 18.2148 17.1501 14.1300 13.2818 12.1556 11.7303 10.5788 10.0760  9.8913  9.5368  8.8734  8.8413  8.4658
  26  0.264265  3.5728  4.9912 -1.8864 18.1646 17.0892 14.0782 13.2300 12.1055 11.6813 10.5333 10.0314  9.8469  9.4931  8.8341  8.8021  8.4280
  27  0.267998  3.5734  4.9878 -1.8745 18.1260 17.0422 14.0386 13.1904 12.0673 11.6440 10.4987  9.9973  9.8130  9.4599  8.8041  8.7722  8.3993
  28  0.271068  3.5739  4.9855 -1.8653 18.0955 17.0046 14.0071 13.1590 12.0368 11.6142 10.4711  9.9702  9.7861  9.4334  8.7805  8.7488  8.3768
  29  0.273657  3.5743  4.9835 -1.8573 18.0693 16.9720 13.9798 13.1317 12.0105 11.5884 10.4471  9.9467  9.7627  9.4106  8.7602  8.7285  8.3574
  30  0.276108  3.5748  4.9815 -1.8498 18.0445 16.9411 13.9541 13.1060 11.9856 11.5640 10.4246  9.9245  9.7405  9.3889  8.7411  8.7095  8.3391
  31  0.278720  3.5753  4.9799 -1.8422 18.0193 16.9093 13.9278 13.0796 11.9602 11.5391 10.4015  9.9019  9.7181  9.3670  8.7218  8.6903  8.3208
  32  0.281471  3.5758  4.9778 -1.8339 17.9917 16.8747 13.8990 13.0509 11.9324 11.5119 10.3764  9.8772  9.6935  9.3429  8.7005  8.6691  8.3005
  33  0.284604  3.5763  4.9753 -1.8244 17.9608 16.8364 13.8670 13.0189 11.9016 11.4817 10.3483  9.8496  9.6660  9.3160  8.6767  8.6453  8.2777
  34  0.288135  3.5769  4.9721 -1.8137 17.9261 16.7938 13.8312 12.9832 11.8671 11.4477 10.3168  9.8187  9.6353  9.2857  8.6495  8.6183  8.2517
  35  0.288730  3.5766  4.9716 -1.8127 17.9194 16.7869 13.8277 12.9808 11.8678 11.4484 10.3178  9.8195  9.6363  9.2860  8.6479  8.6164  8.2491
  36  0.297429  3.5781  4.9620 -1.7846 17.8347 16.6795 13.7366 12.8893 11.7781 11.3600 10.2349  9.7376  9.5547  9.2056  8.5769  8.5457  8.1811
  37  0.325072  3.5850  4.9281 -1.6863 17.5324 16.2680 13.4018 12.5527 11.4471 11.0318  9.9287  9.4355  9.2540  8.9119  8.3272  8.2972  7.9468
  38  0.349751  3.5909  4.8953 -1.5975 17.2051 15.8614 13.0753 12.2303 11.1478 10.7375  9.6618  9.1770  8.9977  8.6622  8.1028  8.0736  7.7330
  39  0.371774  3.5974  4.8635 -1.5120 16.8661 15.4467 12.7421 11.9018 10.8487 10.4447  9.4004  8.9264  8.7500  8.4220  7.8861  7.8578  7.5274
  40  0.383810  3.6020  4.8447 -1.4615 16.6725 15.1982 12.5426 11.7043 10.6675 10.2666  9.2418  8.7747  8.6001  8.2772  7.7578  7.7302  7.4071
  41  0.394280  3.6064  4.8285 -1.4160 16.4969 14.9705 12.3591 11.5224 10.5011 10.1032  9.0972  8.6373  8.4644  8.1467  7.6425  7.6155  7.2993
  42  0.403993  3.6109  4.8136 -1.3726 16.3259 14.7529 12.1802 11.3448 10.3390  9.9448  8.9587  8.5066  8.3354  8.0233  7.5326  7.5062  7.1968
  43  0.413364  3.6156  4.7997 -1.3300 16.1533 14.5392 11.9994 11.1648 10.1753  9.7858  8.8212  8.3780  8.2090  7.9027  7.4245  7.3987  7.0958
  44  0.422637  3.6207  4.7869 -1.2867 15.9729 14.3179 11.8094 10.9745 10.0037  9.6200  8.6795  8.2467  8.0801  7.7807  7.3151  7.2900  6.9945
  45  0.431573  3.6261  4.7754 -1.2443 15.7912 14.0957 11.6148 10.7786  9.8288  9.4517  8.5374  8.1163  7.9525  7.6606  7.2077  7.1836  6.8956
  46  0.440201  3.6318  4.7651 -1.2028 15.6105 13.8772 11.4169 10.5793  9.6533  9.2834  8.3963  7.9878  7.8268  7.5431  7.1031  7.0798  6.7998
  47  0.448589  3.6377  4.7562 -1.1622 15.4337 13.6664 11.2145 10.3760  9.4767  9.1144  8.2555  7.8603  7.7025  7.4275  7.0009  6.9786  6.7069
  48  0.456703  3.6437  4.7483 -1.1226 15.2519 13.4507 11.0082 10.1697  9.3021  8.9478  8.1174  7.7356  7.5810  7.3149  6.9015  6.8802  6.6168
  49  0.464841  3.6499  4.7412 -1.0828 15.0340 13.1954 10.7898  9.9510  9.1252  8.7788  7.9781  7.6098  7.4591  7.2015  6.8010  6.7805  6.5256
  50  0.472872  3.6565  4.7352 -1.0431 14.7763 12.8888 10.5524  9.7161  8.9462  8.6076  7.8378  7.4835  7.3370  7.0877  6.7001  6.6805  6.4344
  51  0.481054  3.6634  4.7297 -1.0023 14.4772 12.5362 10.2899  9.4626  8.7619  8.4314  7.6939  7.3536  7.2122  6.9712  6.5967  6.5782  6.3411
  52  0.485768  3.6675  4.7266 -0.9789 14.2888 12.3204 10.1334  9.3137  8.6565  8.3306  7.6115  7.2793  7.1408  6.9043  6.5372  6.5192  6.2873
  53  0.490407  3.6715  4.7237 -0.9557 14.0910 12.0987  9.9769  9.1664  8.5537  8.2323  7.5311  7.2064  7.0709  6.8388  6.4786  6.4612  6.2344
  54  0.494982  3.6755  4.7208 -0.9329 13.8830 11.8722  9.8208  9.0207  8.4535  8.1366  7.4525  7.1351  7.0025  6.7745  6.4209  6.4041  6.1822
  55  0.499489  3.6793  4.7179 -0.9106 13.6688 11.6460  9.6681  8.8796  8.3573  8.0448  7.3767  7.0660  6.9362  6.7119  6.3645  6.3481  6.1310
  56  0.503926  3.6831  4.7149 -0.8886 13.4455 11.4197  9.5171  8.7412  8.2642  7.9561  7.3031  6.9987  6.8716  6.6509  6.3091  6.2932  6.0806
  57  0.508291  3.6869  4.7118 -0.8670 13.2112 11.1938  9.3676  8.6056  8.1739  7.8703  7.2317  6.9332  6.8088  6.5913  6.2548  6.2395  6.0313
  58  0.512562  3.6904  4.7088 -0.8459 12.9616 10.9696  9.2201  8.4732  8.0870  7.7879  7.1630  6.8700  6.7481  6.5336  6.2022  6.1873  5.9833
