#NUMBER OF AGES= 1
#----------------------------------------------------       
#MIX-LEN  Y      Z          Zeff        [Fe/H] [a/Fe]
# 1.9380  0.3300 1.2993E-03 6.6136E-04  -1.35   0.40 
#----------------------------------------------------       
#**PHOTOMETRIC SYSTEM**: HST WFPC2 (Vega)                   
#----------------------------------------------------       
#AGE=11.000 EEPS=266
#EEP   M/Mo    LogTeff  LogG   LogL/Lo F218W   F255W   F300W   F336W   F439W   F450W   F555W   F606W   F622W   F675W   F791W   F814W   F850LP
  14  0.117923  3.5355  5.2459 -2.6414 20.5594 20.2467 16.6850 15.8561 14.7017 14.1470 12.7932 12.2626 12.0728 11.6761 10.7564 10.7166 10.2784
  15  0.132718  3.5429  5.2008 -2.5153 20.1696 19.6413 16.2161 15.3761 14.2202 13.6989 12.3878 11.8594 11.6697 11.2834 10.4336 10.3954  9.9726
  16  0.146729  3.5494  5.1646 -2.4100 19.8299 19.1311 15.8234 14.9778 13.8252 13.3284 12.0525 11.5267 11.3373 10.9590 10.1637 10.1270  9.7167
  17  0.159837  3.5547  5.1360 -2.3232 19.5384 18.7149 15.5050 14.6572 13.5100 13.0298 11.7808 11.2578 11.0689 10.6964  9.9419  9.9062  9.5057
  18  0.172732  3.5591  5.1114 -2.2471 19.2761 18.3537 15.2300 14.3822 13.2418 12.7739 11.5471 11.0267 10.8385 10.4705  9.7477  9.7129  9.3205
  19  0.185756  3.5629  5.0890 -2.1778 19.0346 18.0310 14.9837 14.1372 13.0044 12.5461 11.3382 10.8206 10.6333 10.2690  9.5715  9.5374  9.1515
  20  0.199387  3.5664  5.0684 -2.1126 18.8062 17.7336 14.7546 13.9099 12.7851 12.3348 11.1440 10.6292 10.4427 10.0816  9.4060  9.3725  8.9925
  21  0.212802  3.5694  5.0501 -2.0537 18.5989 17.4689 14.5492 13.7063 12.5898 12.1459 10.9702 10.4583 10.2725  9.9143  9.2566  9.2238  8.8489
  22  0.227245  3.5724  5.0328 -1.9960 18.3955 17.2141 14.3491 13.5083 12.4006 11.9625 10.8014 10.2926 10.1077  9.7523  9.1105  9.0781  8.7080
  23  0.239824  3.5746  5.0190 -1.9495 18.2351 17.0168 14.1890 13.3497 12.2491 11.8154 10.6659 10.1599  9.9757  9.6227  8.9926  8.9606  8.5943
  24  0.249735  3.5763  5.0087 -1.9147 18.1157 16.8734 14.0697 13.2313 12.1361 11.7054 10.5646 10.0610  9.8773  9.5261  8.9045  8.8728  8.5092
  25  0.256915  3.5775  5.0015 -1.8905 18.0326 16.7741 13.9870 13.1493 12.0579 11.6292 10.4945  9.9924  9.8092  9.4593  8.8432  8.8117  8.4501
  26  0.262370  3.5783  4.9966 -1.8731 17.9729 16.7032 13.9277 13.0903 12.0019 11.5746 10.4441  9.9431  9.7603  9.4112  8.7992  8.7678  8.4076
  27  0.266556  3.5789  4.9930 -1.8602 17.9282 16.6500 13.8834 13.0465 11.9602 11.5339 10.4066  9.9065  9.7238  9.3755  8.7664  8.7351  8.3760
  28  0.269864  3.5794  4.9906 -1.8503 17.8937 16.6087 13.8494 13.0127 11.9280 11.5025 10.3777  9.8784  9.6958  9.3480  8.7414  8.7103  8.3519
  29  0.272550  3.5798  4.9885 -1.8423 17.8653 16.5745 13.8210 12.9846 11.9014 11.4765 10.3538  9.8550  9.6727  9.3253  8.7208  8.6897  8.3322
  30  0.274961  3.5803  4.9866 -1.8350 17.8395 16.5433 13.7955 12.9593 11.8774 11.4530 10.3322  9.8339  9.6517  9.3048  8.7023  8.6713  8.3144
  31  0.277451  3.5807  4.9853 -1.8280 17.8143 16.5125 13.7703 12.9343 11.8538 11.4300 10.3112  9.8135  9.6314  9.2850  8.6846  8.6536  8.2974
  32  0.280001  3.5811  4.9833 -1.8202 17.7869 16.4791 13.7430 12.9072 11.8282 11.4051 10.2883  9.7912  9.6092  9.2634  8.6649  8.6341  8.2787
  33  0.282944  3.5816  4.9811 -1.8116 17.7562 16.4421 13.7126 12.8770 11.7997 11.3772 10.2628  9.7663  9.5845  9.2391  8.6431  8.6122  8.2577
  34  0.286266  3.5821  4.9784 -1.8017 17.7219 16.4012 13.6787 12.8435 11.7679 11.3460 10.2341  9.7382  9.5567  9.2118  8.6181  8.5874  8.2336
  35  0.287763  3.5821  4.9771 -1.7978 17.7048 16.3824 13.6648 12.8305 11.7580 11.3363 10.2256  9.7300  9.5486  9.2034  8.6089  8.5781  8.2240
  36  0.291529  3.5825  4.9731 -1.7864 17.6670 16.3388 13.6278 12.7938 11.7235 11.3025 10.1943  9.6992  9.5181  9.1732  8.5804  8.5496  8.1961
  37  0.309982  3.5867  4.9512 -1.7227 17.4708 16.0786 13.4134 12.5785 11.5120 11.0932  9.9989  9.5064  9.3262  8.9854  8.4188  8.3887  8.0436
  38  0.330050  3.5905  4.9262 -1.6549 17.2283 15.7840 13.1737 12.3417 11.2905 10.8757  9.7997  9.3130  9.1342  8.7977  8.2476  8.2181  7.8793
  39  0.363435  3.5996  4.8794 -1.5292 16.7073 15.1751 12.6799 11.8568 10.8538 10.4502  9.4221  8.9520  8.7777  8.4517  7.9294  7.9012  7.5750
