#NUMBER OF AGES= 1
#----------------------------------------------------       
#MIX-LEN  Y      Z          Zeff        [Fe/H] [a/Fe]
# 1.9380  0.3300 4.8102E-03 2.4485E-03  -0.78   0.40 
#----------------------------------------------------       
#**PHOTOMETRIC SYSTEM**: HST WFPC2 (Vega)                   
#----------------------------------------------------       
#AGE= 9.800 EEPS=267
#EEP   M/Mo    LogTeff  LogG   LogL/Lo F218W   F255W   F300W   F336W   F439W   F450W   F555W   F606W   F622W   F675W   F791W   F814W   F850LP
  13  0.117394  3.5191  5.2323 -2.6944 20.7659 20.7801 16.9511 16.1688 15.0240 14.5573 13.2639 12.7504 12.5675 12.1205 10.9389 10.8917 10.3664
  14  0.139098  3.5216  5.1644 -2.5427 20.3697 20.3314 16.5153 15.7226 14.5723 14.1217 12.8471 12.3342 12.1520 11.7094 10.5551 10.5088  9.9895
  15  0.160842  3.5254  5.1141 -2.4145 20.0280 19.9247 16.1278 15.3234 14.1666 13.7305 12.4752 11.9639 11.7822 11.3462 10.2272 10.1821  9.6720
  16  0.180362  3.5300  5.0807 -2.3127 19.7489 19.5723 15.7997 14.9832 13.8187 13.3956 12.1598 11.6505 11.4691 11.0413  9.9635  9.9199  9.4211
  17  0.196459  3.5340  5.0570 -2.2362 19.5368 19.2992 15.5477 14.7224 13.5519 13.1384 11.9183 11.4107 11.2296 10.8082  9.7642  9.7219  9.2328
  18  0.211233  3.5372  5.0372 -2.1720 19.3602 19.0732 15.3393 14.5075 13.3322 12.9260 11.7182 11.2122 11.0312 10.6149  9.5979  9.5567  9.0753
  19  0.225453  3.5402  5.0202 -2.1149 19.2024 18.8708 15.1538 14.3165 13.1370 12.7369 11.5401 11.0354 10.8546 10.4427  9.4500  9.4096  8.9353
  20  0.237581  3.5426  5.0064 -2.0686 19.0745 18.7071 15.0039 14.1627 12.9797 12.5842 11.3960 10.8925 10.7118 10.3034  9.3303  9.2906  8.8219
  21  0.246814  3.5444  4.9957 -2.0341 18.9803 18.5864 14.8932 14.0491 12.8633 12.4710 11.2891 10.7864 10.6058 10.1999  9.2413  9.2021  8.7376
  22  0.253633  3.5457  4.9875 -2.0089 18.9121 18.4989 14.8131 13.9670 12.7791 12.3889 11.2114 10.7092 10.5287 10.1245  9.1764  9.1375  8.6762
  23  0.258725  3.5467  4.9814 -1.9904 18.8625 18.4358 14.7552 13.9078 12.7182 12.3294 11.1549 10.6530 10.4725 10.0695  9.1289  9.0903  8.6311
  24  0.262718  3.5474  4.9768 -1.9762 18.8243 18.3873 14.7110 13.8625 12.6717 12.2838 11.1116 10.6099 10.4294 10.0274  9.0925  9.0541  8.5966
  25  0.265801  3.5479  4.9732 -1.9652 18.7944 18.3492 14.6767 13.8274 12.6356 12.2485 11.0781 10.5765 10.3961  9.9949  9.0644  9.0261  8.5699
  26  0.268261  3.5484  4.9703 -1.9565 18.7705 18.3185 14.6491 13.7993 12.6067 12.2202 11.0511 10.5497 10.3693  9.9687  9.0419  9.0037  8.5486
  27  0.270399  3.5489  4.9679 -1.9489 18.7495 18.2916 14.6250 13.7746 12.5815 12.1955 11.0277 10.5265 10.3461  9.9460  9.0224  8.9843  8.5301
  28  0.272588  3.5493  4.9660 -1.9417 18.7296 18.2656 14.6020 13.7511 12.5574 12.1719 11.0053 10.5043 10.3240  9.9244  9.0041  8.9661  8.5129
  29  0.274858  3.5497  4.9640 -1.9343 18.7087 18.2385 14.5780 13.7265 12.5323 12.1472 10.9821 10.4812 10.3009  9.9019  8.9848  8.9470  8.4948
