#NUMBER OF AGES= 1
#----------------------------------------------------       
#MIX-LEN  Y      Z          Zeff        [Fe/H] [a/Fe]
# 1.9380  0.3300 4.8102E-03 2.4485E-03  -0.78   0.40 
#----------------------------------------------------       
#**PHOTOMETRIC SYSTEM**: HST WFPC2 (Vega)                   
#----------------------------------------------------       
#AGE= 9.400 EEPS=267
#EEP   M/Mo    LogTeff  LogG   LogL/Lo F218W   F255W   F300W   F336W   F439W   F450W   F555W   F606W   F622W   F675W   F791W   F814W   F850LP
  13  0.121220  3.5195  5.2192 -2.6658 20.6914 20.6966 16.8696 16.0855 14.9398 14.4760 13.1860 12.6727 12.4899 12.0436 10.8666 10.8196 10.2952
  14  0.143484  3.5222  5.1531 -2.5155 20.2982 20.2487 16.4356 15.6408 14.4894 14.0416 12.7706 12.2580 12.0759 11.6343 10.4861 10.4399  9.9221
  15  0.165660  3.5264  5.1056 -2.3891 19.9590 19.8391 16.0475 15.2402 14.0815 13.6486 12.3979 11.8870 11.7054 11.2713 10.1616 10.1168  9.6093
  16  0.184951  3.5311  5.0746 -2.2912 19.6892 19.4953 15.7288 14.9096 13.7434 13.3231 12.0917 11.5829 11.4016 10.9757  9.9074  9.8642  9.3682
  17  0.200756  3.5349  5.0520 -2.2180 19.4866 19.2345 15.4882 14.6609 13.4891 13.0777 11.8611 11.3540 11.1729 10.7530  9.7169  9.6750  9.1882
  18  0.215609  3.5380  5.0329 -2.1552 19.3136 19.0133 15.2844 14.4509 13.2742 12.8699 11.6653 11.1597 10.9788 10.5639  9.5541  9.5132  9.0340
  19  0.229408  3.5410  5.0168 -2.1007 19.1631 18.8201 15.1075 14.2689 13.0884 12.6897 11.4955 10.9912 10.8104 10.3997  9.4133  9.3731  8.9005
  20  0.240725  3.5432  5.0038 -2.0579 19.0451 18.6690 14.9692 14.1271 12.9433 12.5487 11.3624 10.8592 10.6785 10.2710  9.3026  9.2630  8.7958
  21  0.249109  3.5449  4.9939 -2.0265 18.9598 18.5598 14.8690 14.0242 12.8379 12.4461 11.2656 10.7630 10.5824 10.1771  9.2219  9.1827  8.7193
  22  0.255299  3.5460  4.9863 -2.0037 18.8981 18.4807 14.7965 13.9500 12.7617 12.3719 11.1952 10.6931 10.5125 10.1088  9.1630  9.1241  8.6635
  23  0.259991  3.5469  4.9806 -1.9867 18.8525 18.4228 14.7435 13.8957 12.7058 12.3172 11.1433 10.6414 10.4609 10.0583  9.1193  9.0807  8.6220
  24  0.263680  3.5475  4.9763 -1.9735 18.8169 18.3777 14.7024 13.8537 12.6625 12.2750 11.1032 10.6015 10.4210 10.0192  9.0855  9.0471  8.5899
  25  0.266529  3.5480  4.9728 -1.9632 18.7890 18.3421 14.6704 13.8209 12.6290 12.2419 11.0719 10.5703 10.3899  9.9888  9.0592  9.0210  8.5650
  26  0.268861  3.5485  4.9700 -1.9549 18.7660 18.3127 14.6439 13.7940 12.6013 12.2149 11.0461 10.5447 10.3643  9.9638  9.0378  8.9996  8.5447
  27  0.270957  3.5490  4.9677 -1.9474 18.7454 18.2863 14.6204 13.7699 12.5766 12.1907 11.0231 10.5219 10.3415  9.9416  9.0186  8.9805  8.5266
  28  0.273182  3.5494  4.9658 -1.9402 18.7254 18.2601 14.5971 13.7462 12.5523 12.1669 11.0005 10.4996 10.3192  9.9198  9.0001  8.9622  8.5092
  29  0.275553  3.5498  4.9637 -1.9325 18.7038 18.2322 14.5723 13.7208 12.5265 12.1414 10.9766 10.4758 10.2954  9.8966  8.9803  8.9425  8.4905
  30  0.278442  3.5503  4.9616 -1.9238 18.6791 18.2004 14.5441 13.6919 12.4969 12.1125 10.9491 10.4485 10.2683  9.8702  8.9578  8.9201  8.4694
  31  0.282075  3.5510  4.9592 -1.9132 18.6490 18.1613 14.5096 13.6566 12.4608 12.0770 10.9155 10.4153 10.2350  9.8379  8.9302  8.8927  8.4435
  32  0.286479  3.5518  4.9561 -1.9001 18.6126 18.1146 14.4681 13.6143 12.4175 12.0344 10.8751 10.3753 10.1951  9.7989  8.8968  8.8596  8.4121
  33  0.293463  3.5532  4.9495 -1.8766 18.5450 18.0265 14.3911 13.5356 12.3363 11.9542 10.7980 10.2988 10.1183  9.7252  8.8362  8.7993  8.3554
  34  0.325145  3.5607  4.9163 -1.7715 18.2431 17.6411 14.0483 13.1848 11.9697 11.5943 10.4565  9.9631  9.7824  9.4017  8.5627  8.5283  8.1016
  35  0.356842  3.5685  4.8787 -1.6602 17.9102 17.1859 13.6758 12.8085 11.5917 11.2190 10.1026  9.6133  9.4333  9.0622  8.2785  8.2456  7.8363
  36  0.379165  3.5756  4.8490 -1.5753 17.6472 16.8063 13.3808 12.5118 11.2970 10.9240  9.8254  9.3402  9.1610  8.7987  8.0621  8.0305  7.6368
  37  0.390607  3.5800  4.8328 -1.5293 17.5097 16.5903 13.2208 12.3507 11.1339 10.7586  9.6680  9.1849  9.0055  8.6497  7.9442  7.9135  7.5300
  38  0.403071  3.5848  4.8154 -1.4791 17.3484 16.3461 13.0400 12.1697 10.9549 10.5774  9.4974  9.0176  8.8385  8.4895  7.8157  7.7858  7.4131
  39  0.415331  3.5899  4.7986 -1.4288 17.1821 16.0959 12.8541 11.9841 10.7734 10.3939  9.3256  8.8501  8.6714  8.3297  7.6872  7.6582  7.2966
  40  0.426614  3.5950  4.7833 -1.3816 17.0221 15.8602 12.6749 11.8052 10.5993 10.2183  9.1630  8.6925  8.5142  8.1799  7.5663  7.5382  7.1876
  41  0.437021  3.6000  4.7696 -1.3374 16.8693 15.6428 12.5039 11.6342 10.4328 10.0515  9.0099  8.5452  8.3675  8.0407  7.4532  7.4259  7.0855
  42  0.446770  3.6049  4.7571 -1.2956 16.7227 15.4387 12.3388 11.4693 10.2725  9.8914  8.8645  8.4062  8.2292  7.9097  7.3461  7.3196  6.9890
  43  0.456430  3.6101  4.7454 -1.2540 16.5754 15.2392 12.1726 11.3029 10.1108  9.7307  8.7200  8.2688  8.0929  7.7807  7.2400  7.2143  6.8936
  44  0.466381  3.6157  4.7342 -1.2111 16.4232 15.0408 11.9993 11.1286  9.9401  9.5623  8.5705  8.1278  7.9531  7.6490  7.1308  7.1060  6.7953
  45  0.476383  3.6217  4.7239 -1.1675 16.2703 14.8526 11.8209 10.9471  9.7604  9.3861  8.4163  7.9837  7.8106  7.5153  7.0200  6.9960  6.6960
  46  0.486195  3.6281  4.7150 -1.1240 16.1109 14.6582 11.6328 10.7553  9.5743  9.2043  8.2597  7.8388  7.6677  7.3820  6.9092  6.8863  6.5974
  47  0.496024  3.6350  4.7071 -1.0799 15.9393 14.4446 11.4264 10.5450  9.3785  9.0137  8.0984  7.6909  7.5225  7.2470  6.7969  6.7750  6.4976
  48  0.505990  3.6424  4.7001 -1.0349 15.7437 14.1807 11.1914 10.3066  9.1727  8.8134  7.9318  7.5391  7.3744  7.1094  6.6822  6.6614  6.3958
