#NUMBER OF AGES= 1
#----------------------------------------------------       
#MIX-LEN  Y      Z          Zeff        [Fe/H] [a/Fe]
# 1.9380  0.3300 4.8102E-03 2.4485E-03  -0.78   0.40 
#----------------------------------------------------       
#**PHOTOMETRIC SYSTEM**: HST WFPC2 (Vega)                   
#----------------------------------------------------       
#AGE= 9.600 EEPS=267
#EEP   M/Mo    LogTeff  LogG   LogL/Lo F218W   F255W   F300W   F336W   F439W   F450W   F555W   F606W   F622W   F675W   F791W   F814W   F850LP
  13  0.119260  3.5193  5.2258 -2.6803 20.7292 20.7389 16.9109 16.1277 14.9825 14.5172 13.2255 12.7121 12.5292 12.0826 10.9032 10.8562 10.3313
  14  0.141243  3.5219  5.1587 -2.5292 20.3344 20.2907 16.4760 15.6823 14.5314 14.0822 12.8094 12.2966 12.1145 11.6723 10.5210 10.4747  9.9561
  15  0.163201  3.5259  5.1098 -2.4020 19.9939 19.8826 16.0883 15.2825 14.1247 13.6902 12.4371 11.9260 11.7444 11.3093 10.1948 10.1498  9.6409
  16  0.182639  3.5305  5.0776 -2.3020 19.7190 19.5338 15.7642 14.9464 13.7810 13.3593 12.1257 11.6167 11.4354 11.0085  9.9354  9.8920  9.3946
  17  0.198570  3.5345  5.0545 -2.2271 19.5119 19.2671 15.5182 14.6919 13.5207 13.1083 11.8899 11.3826 11.2015 10.7808  9.7407  9.6986  9.2107
  18  0.213396  3.5376  5.0351 -2.1637 19.3370 19.0434 15.3120 14.4793 13.3033 12.8981 11.6919 11.1861 11.0051 10.5895  9.5761  9.5350  9.0548
  19  0.227436  3.5406  5.0185 -2.1078 19.1826 18.8453 15.1305 14.2925 13.1125 12.7131 11.5176 11.0131 10.8323 10.4210  9.4315  9.3912  8.9178
  20  0.239176  3.5429  5.0051 -2.0631 19.0595 18.6877 14.9862 14.1446 12.9612 12.5661 11.3789 10.8756 10.6949 10.2869  9.3162  9.2765  8.8086
  21  0.247979  3.5447  4.9948 -2.0302 18.9698 18.5729 14.8809 14.0364 12.8504 12.4583 11.2771 10.7745 10.5939 10.1883  9.2314  9.1922  8.7283
  22  0.254476  3.5458  4.9869 -2.0062 18.9050 18.4896 14.8046 13.9583 12.7702 12.3802 11.2031 10.7010 10.5204 10.1165  9.1696  9.1307  8.6697
  23  0.259365  3.5468  4.9810 -1.9885 18.8574 18.4292 14.7493 13.9017 12.7119 12.3232 11.1490 10.6471 10.4666 10.0638  9.1240  9.0854  8.6265
  24  0.263205  3.5475  4.9765 -1.9748 18.8206 18.3824 14.7067 13.8580 12.6670 12.2793 11.1073 10.6056 10.4251 10.0233  9.0890  9.0506  8.5932
  25  0.266168  3.5480  4.9730 -1.9642 18.7917 18.3456 14.6735 13.8241 12.6323 12.2452 11.0750 10.5734 10.3930  9.9918  9.0618  9.0235  8.5674
  26  0.268560  3.5485  4.9702 -1.9557 18.7682 18.3156 14.6465 13.7966 12.6040 12.2175 11.0486 10.5472 10.3668  9.9662  9.0398  9.0016  8.5467
  27  0.270674  3.5490  4.9678 -1.9482 18.7475 18.2890 14.6227 13.7723 12.5791 12.1931 11.0254 10.5242 10.3438  9.9438  9.0205  8.9824  8.5284
  28  0.272877  3.5494  4.9659 -1.9410 18.7275 18.2629 14.5996 13.7487 12.5549 12.1694 11.0030 10.5020 10.3217  9.9221  9.0022  8.9642  8.5111
  29  0.275193  3.5498  4.9639 -1.9334 18.7064 18.2354 14.5753 13.7238 12.5295 12.1444 10.9794 10.4786 10.2982  9.8994  8.9827  8.9448  8.4927
  30  0.277986  3.5503  4.9618 -1.9249 18.6824 18.2045 14.5478 13.6956 12.5007 12.1162 10.9526 10.4520 10.2718  9.8737  8.9608  8.9231  8.4722
  31  0.281471  3.5510  4.9594 -1.9147 18.6534 18.1668 14.5145 13.6616 12.4659 12.0820 10.9203 10.4200 10.2397  9.8425  8.9342  8.8967  8.4472
  32  0.285677  3.5517  4.9565 -1.9023 18.6186 18.1222 14.4748 13.6212 12.4244 12.0413 10.8816 10.3818 10.2015  9.8052  8.9023  8.8650  8.4172
  33  0.287579  3.5519  4.9552 -1.8958 18.6002 18.0967 14.4540 13.6000 12.4036 12.0203 10.8609 10.3607 10.1802  9.7847  8.8863  8.8489  8.4018
  34  0.321721  3.5598  4.9196 -1.7826 18.2757 17.6843 14.0848 13.2219 12.0079 11.6322 10.4925  9.9987  9.8180  9.4361  8.5913  8.5567  8.1282
