#NUMBER OF AGES= 1
#----------------------------------------------------       
#MIX-LEN  Y      Z          Zeff        [Fe/H] [a/Fe]
# 1.9380  0.3300 5.5373E-03 2.8186E-03  -0.72   0.40 
#----------------------------------------------------       
#**PHOTOMETRIC SYSTEM**: HST WFPC2 (Vega)                   
#----------------------------------------------------       
#AGE= 5.000 EEPS=270
#EEP   M/Mo    LogTeff  LogG   LogL/Lo F218W   F255W   F300W   F336W   F439W   F450W   F555W   F606W   F622W   F675W   F791W   F814W   F850LP
  10  0.115784  3.5177  5.2380 -2.7118 20.8143 20.8397 17.0033 16.2258 15.0865 14.6293 13.3443 12.8300 12.6487 12.1937 10.9894 10.9409 10.4068
  11  0.139217  3.5199  5.1647 -2.5495 20.3935 20.3709 16.5456 15.7585 14.6143 14.1733 12.9065 12.3925 12.2122 11.7605 10.5802 10.5325 10.0034
  12  0.172890  3.5255  5.0991 -2.3673 19.9057 19.7876 15.9919 15.1876 14.0332 13.6120 12.3733 11.8622 11.6825 11.2412 10.1125 10.0669  9.5519
  13  0.202426  3.5322  5.0606 -2.2338 19.5370 19.3182 15.5571 14.7371 13.5719 13.1667 11.9541 11.4465 11.2673 10.8375  9.7648  9.7215  9.2228
  14  0.223156  3.5364  5.0366 -2.1510 19.3098 19.0292 15.2893 14.4607 13.2887 12.8924 11.6954 11.1900 11.0110 10.5880  9.5498  9.5077  9.0192
  15  0.238096  3.5393  5.0199 -2.0944 19.1546 18.8310 15.1066 14.2728 13.0962 12.7057 11.5192 11.0153 10.8364 10.4180  9.4034  9.3622  8.8805
  16  0.248049  3.5412  5.0079 -2.0570 19.0526 18.7010 14.9868 14.1496 12.9698 12.5829 11.4032 10.9003 10.7215 10.3058  9.3067  9.2660  8.7888
  17  0.254723  3.5424  4.9989 -2.0315 18.9840 18.6141 14.9063 14.0670 12.8849 12.5004 11.3251 10.8227 10.6440 10.2301  9.2410  9.2007  8.7265
  18  0.259397  3.5433  4.9920 -2.0133 18.9356 18.5532 14.8498 14.0092 12.8252 12.4422 11.2700 10.7678 10.5892 10.1765  9.1943  9.1542  8.6821
  19  0.262918  3.5440  4.9865 -1.9994 18.8985 18.5070 14.8070 13.9654 12.7800 12.3983 11.2281 10.7263 10.5477 10.1358  9.1586  9.1188  8.6480
  20  0.265599  3.5444  4.9820 -1.9884 18.8693 18.4709 14.7736 13.9313 12.7449 12.3639 11.1955 10.6938 10.5152 10.1039  9.1307  9.0909  8.6213
  21  0.267710  3.5448  4.9781 -1.9795 18.8454 18.4414 14.7465 13.9037 12.7165 12.3362 11.1690 10.6675 10.4889 10.0782  9.1080  9.0683  8.5996
  22  0.269595  3.5452  4.9748 -1.9717 18.8242 18.4153 14.7224 13.8791 12.6912 12.3114 11.1456 10.6442 10.4656 10.0554  9.0879  9.0484  8.5804
  23  0.271438  3.5455  4.9717 -1.9642 18.8040 18.3902 14.6995 13.8558 12.6672 12.2881 11.1233 10.6220 10.4436 10.0337  9.0689  9.0295  8.5622
  24  0.273486  3.5459  4.9688 -1.9566 18.7830 18.3641 14.6757 13.8314 12.6422 12.2636 11.1001 10.5989 10.4205 10.0112  9.0492  9.0098  8.5435
  25  0.275972  3.5464  4.9660 -1.9480 18.7592 18.3344 14.6488 13.8040 12.6140 12.2360 11.0739 10.5730 10.3946  9.9858  9.0271  8.9879  8.5225
  26  0.279172  3.5469  4.9630 -1.9377 18.7308 18.2985 14.6164 13.7710 12.5802 12.2028 11.0423 10.5417 10.3633  9.9554  9.0009  8.9618  8.4977
  27  0.278998  3.5467  4.9637 -1.9372 18.7288 18.2930 14.6141 13.7688 12.5791 12.2010 11.0395 10.5381 10.3594  9.9516  9.0002  8.9609  8.4967
