#NUMBER OF AGES= 1
#----------------------------------------------------       
#MIX-LEN  Y      Z          Zeff        [Fe/H] [a/Fe]
# 1.9380  0.3300 5.5373E-03 2.8186E-03  -0.72   0.40 
#----------------------------------------------------       
#**PHOTOMETRIC SYSTEM**: HST WFPC2 (Vega)                   
#----------------------------------------------------       
#AGE= 4.000 EEPS=270
#EEP   M/Mo    LogTeff  LogG   LogL/Lo F218W   F255W   F300W   F336W   F439W   F450W   F555W   F606W   F622W   F675W   F791W   F814W   F850LP
   9  0.115056  3.5176  5.2410 -2.7177 20.8298 20.8571 17.0203 16.2430 15.1039 14.6461 13.3603 12.8460 12.6647 12.2096 11.0044 10.9560 10.4216
  10  0.138211  3.5197  5.1676 -2.5560 20.4108 20.3910 16.5650 15.7783 14.6345 14.1927 12.9251 12.4111 12.2306 11.7787 10.5969 10.5491 10.0197
  11  0.174863  3.5260  5.0979 -2.3596 19.8841 19.7602 15.9670 15.1617 14.0068 13.5864 12.3491 11.8382 11.6586 11.2180 10.0923 10.0468  9.5328
  12  0.208633  3.5333  5.0566 -2.2119 19.4756 19.2391 15.4850 14.6626 13.4959 13.0929 11.8845 11.3776 11.1984 10.7706  9.7077  9.6647  9.1689
  13  0.230703  3.5378  5.0326 -2.1270 19.2427 18.9422 15.2101 14.3790 13.2052 12.8111 11.6187 11.1141 10.9351 10.5145  9.4873  9.4456  8.9604
  14  0.244451  3.5404  5.0172 -2.0759 19.1028 18.7632 15.0451 14.2093 13.0311 12.6423 11.4593 10.9561 10.7772 10.3605  9.3549  9.3139  8.8350
  15  0.252826  3.5420  5.0066 -2.0443 19.0176 18.6546 14.9446 14.1061 12.9251 12.5392 11.3619 10.8593 10.6805 10.2661  9.2733  9.2329  8.7577
  16  0.258294  3.5430  4.9987 -2.0230 18.9608 18.5829 14.8781 14.0378 12.8547 12.4708 11.2971 10.7949 10.6162 10.2032  9.2187  9.1785  8.7058
  17  0.262193  3.5437  4.9926 -2.0075 18.9196 18.5315 14.8303 13.9890 12.8044 12.4218 11.2504 10.7486 10.5698 10.1578  9.1789  9.1391  8.6679
  18  0.265091  3.5443  4.9875 -1.9955 18.8876 18.4918 14.7937 13.9516 12.7658 12.3842 11.2147 10.7130 10.5344 10.1230  9.1484  9.1086  8.6387
  19  0.267282  3.5447  4.9832 -1.9860 18.8623 18.4607 14.7649 13.9222 12.7356 12.3547 11.1866 10.6850 10.5064 10.0956  9.1242  9.0845  8.6155
  20  0.269112  3.5450  4.9795 -1.9779 18.8405 18.4340 14.7403 13.8971 12.7098 12.3295 11.1627 10.6612 10.4826 10.0722  9.1035  9.0640  8.5957
  21  0.270847  3.5454  4.9761 -1.9704 18.8202 18.4091 14.7173 13.8738 12.6858 12.3061 11.1404 10.6390 10.4604 10.0505  9.0843  9.0448  8.5772
  22  0.272700  3.5457  4.9729 -1.9628 18.7996 18.3838 14.6941 13.8502 12.6615 12.2823 11.1178 10.6166 10.4381 10.0285  9.0649  9.0255  8.5588
  23  0.274852  3.5461  4.9698 -1.9546 18.7774 18.3563 14.6690 13.8246 12.6353 12.2566 11.0934 10.5924 10.4139 10.0049  9.0442  9.0049  8.5389
  24  0.277580  3.5465  4.9667 -1.9452 18.7513 18.3236 14.6395 13.7945 12.6044 12.2264 11.0646 10.5639 10.3854  9.9771  9.0200  8.9808  8.5160
