#NUMBER OF AGES= 1
#----------------------------------------------------       
#MIX-LEN  Y      Z          Zeff        [Fe/H] [a/Fe]
# 1.9380  0.3300 5.5373E-03 2.8186E-03  -0.72   0.40 
#----------------------------------------------------       
#**PHOTOMETRIC SYSTEM**: HST WFPC2 (Vega)                   
#----------------------------------------------------       
#AGE= 8.000 EEPS=268
#EEP   M/Mo    LogTeff  LogG   LogL/Lo F218W   F255W   F300W   F336W   F439W   F450W   F555W   F606W   F622W   F675W   F791W   F814W   F850LP
  12  0.115047  3.5177  5.2396 -2.7162 20.8255 20.8514 17.0151 16.2377 15.0985 14.6410 13.3557 12.8414 12.6601 12.2051 11.0005 10.9520 10.4178
  13  0.137728  3.5198  5.1675 -2.5573 20.4134 20.3923 16.5667 15.7798 14.6358 14.1941 12.9267 12.4129 12.2325 11.7808 10.5999 10.5521 10.0228
  14  0.163197  3.5237  5.1103 -2.4110 20.0256 19.9367 16.1308 15.3313 14.1800 13.7539 12.5074 11.9952 11.8155 11.3708 10.2262 10.1799  9.6601
  15  0.186222  3.5288  5.0740 -2.2969 19.7130 19.5442 15.7646 14.9519 13.7916 13.3793 12.1543 11.6449 11.4655 11.0300  9.9300  9.8854  9.3784
  16  0.203826  3.5327  5.0498 -2.2179 19.4958 19.2680 15.5084 14.6869 13.5204 13.1174 11.9077 11.4002 11.2211 10.7920  9.7246  9.6813  9.1838
  17  0.219589  3.5359  5.0302 -2.1534 19.3188 19.0436 15.3006 14.4728 13.3009 12.9050 11.7073 11.2015 11.0225 10.5986  9.5572  9.5149  9.0251
  18  0.233210  3.5386  5.0144 -2.1008 19.1739 18.8590 15.1307 14.2980 13.1219 12.7313 11.5435 11.0391 10.8603 10.4405  9.4209  9.3795  8.8959
  19  0.243783  3.5406  5.0021 -2.0611 19.0652 18.7210 15.0036 14.1674 12.9880 12.6012 11.4206 10.9173 10.7386 10.3218  9.3182  9.2774  8.7987
  20  0.251312  3.5421  4.9927 -2.0328 18.9889 18.6240 14.9139 14.0754 12.8935 12.5093 11.3336 10.8310 10.6523 10.2376  9.2454  9.2049  8.7296
  21  0.256782  3.5431  4.9856 -2.0124 18.9339 18.5545 14.8496 14.0095 12.8256 12.4431 11.2709 10.7687 10.5901 10.1768  9.1926  9.1524  8.6794
