#NUMBER OF AGES= 1
#----------------------------------------------------       
#MIX-LEN  Y      Z          Zeff        [Fe/H] [a/Fe]
# 1.9380  0.3300 5.5373E-03 2.8186E-03  -0.72   0.40 
#----------------------------------------------------       
#**PHOTOMETRIC SYSTEM**: HST WFPC2 (Vega)                   
#----------------------------------------------------       
#AGE= 1.000 EEPS=264
#EEP   M/Mo    LogTeff  LogG   LogL/Lo F218W   F255W   F300W   F336W   F439W   F450W   F555W   F606W   F622W   F675W   F791W   F814W   F850LP
   4  0.137947  3.5196  5.1685 -2.5581 20.4167 20.3992 16.5723 15.7860 14.6426 14.2004 12.9319 12.4179 12.2375 11.7852 10.6021 10.5543 10.0246
   5  0.181535  3.5273  5.0925 -2.3316 19.8057 19.6596 15.8749 15.0663 13.9093 13.4922 12.2601 11.7501 11.5705 11.1325 10.0188  9.9737  9.4635
   6  0.236129  3.5385  5.0399 -2.1207 19.2190 18.9076 15.1842 14.3526 13.1789 12.7851 11.5944 11.0906 10.9116 10.4924  9.4699  9.4285  8.9451
   7  0.258756  3.5428  5.0199 -2.0441 19.0122 18.6400 14.9356 14.0961 12.9152 12.5286 11.3521 10.8501 10.6712 10.2584  9.2711  9.2309  8.7579
   8  0.266331  3.5442  5.0113 -2.0174 18.9427 18.5500 14.8517 14.0094 12.8253 12.4410 11.2688 10.7672 10.5883 10.1776  9.2022  9.1624  8.6928
   9  0.270595  3.5450  5.0053 -2.0013 18.8990 18.4949 14.8013 13.9579 12.7723 12.3894 11.2198 10.7185 10.5397 10.1300  9.1608  9.1212  8.6535
  10  0.273536  3.5455  5.0004 -1.9894 18.8669 18.4549 14.7647 13.9205 12.7339 12.3519 11.1842 10.6832 10.5043 10.0955  9.1305  9.0911  8.6246
  11  0.276329  3.5461  4.9956 -1.9781 18.8361 18.4169 14.7297 13.8849 12.6973 12.3163 11.1504 10.6496 10.4709 10.0626  9.1016  9.0624  8.5971
  12  0.279108  3.5466  4.9908 -1.9670 18.8054 18.3791 14.6952 13.8497 12.6611 12.2810 11.1169 10.6164 10.4376 10.0302  9.0730  9.0339  8.5697
  13  0.282180  3.5471  4.9859 -1.9548 18.7718 18.3377 14.6574 13.8111 12.6216 12.2424 11.0801 10.5800 10.4012  9.9946  9.0418  9.0029  8.5400
  14  0.283907  3.5474  4.9819 -1.9456 18.7465 18.3056 14.6292 13.7825 12.5928 12.2139 11.0523 10.5517 10.3728  9.9669  9.0189  8.9800  8.5178
  15  0.322525  3.5562  4.9432 -1.8196 18.3855 17.8487 14.2163 13.3591 12.1500 11.7808 10.6424 10.1492  9.9702  9.5793  8.6898  8.6538  8.2120
  16  0.337582  3.5600  4.9265 -1.7681 18.2349 17.6498 14.0460 13.1856 11.9704 11.6036 10.4742  9.9834  9.8043  9.4194  8.5565  8.5217  8.0887
  17  0.373862  3.5696  4.8863 -1.6426 17.8519 17.1155 13.6161 12.7519 11.5377 11.1739 10.0711  9.5854  9.4075  9.0337  8.2361  8.2031  7.7909
  18  0.385801  3.5736  4.8716 -1.5983 17.7128 16.9112 13.4606 12.5954 11.3808 11.0164  9.9222  9.4390  9.2611  8.8932  8.1225  8.0903  7.6871
  19  0.393426  3.5767  4.8615 -1.5682 17.6326 16.7724 13.3608 12.4937 11.2724 10.9053  9.8138  9.3311  9.1527  8.7898  8.0447  8.0132  7.6180
  20  0.405143  3.5810  4.8468 -1.5235 17.4905 16.5573 13.2027 12.3349 11.1132 10.7440  9.6606  9.1806  9.0021  8.6457  7.9303  7.8998  7.5144
  21  0.417995  3.5860  4.8308 -1.4739 17.3275 16.3105 13.0214 12.1538 10.9342 10.5626  9.4898  9.0134  8.8350  8.4860  7.8032  7.7735  7.3995
  22  0.431009  3.5914  4.8146 -1.4227 17.1548 16.0527 12.8295 11.9621 10.7465 10.3728  9.3126  8.8410  8.6630  8.3221  7.6721  7.6434  7.2811
  23  0.443673  3.5971  4.7997 -1.3725 16.9808 15.8030 12.6354 11.7682 10.5573 10.1829  9.1375  8.6721  8.4947  8.1624  7.5431  7.5154  7.1650
  24  0.455233  3.6026  4.7869 -1.3264 16.8172 15.5753 12.4520 11.5850 10.3802 10.0060  8.9766  8.5182  8.3416  8.0175  7.4252  7.3984  7.0589
  25  0.465665  3.6079  4.7763 -1.2847 16.6665 15.3725 12.2813 11.4137 10.2155  9.8426  8.8301  8.3793  8.2037  7.8873  7.3186  7.2925  6.9631
  26  0.475226  3.6131  4.7674 -1.2459 16.5290 15.1968 12.1217 11.2517 10.0592  9.6887  8.6945  8.2514  8.0772  7.7680  7.2201  7.1948  6.8748
  27  0.475264  3.6141  4.7624 -1.2336 16.5245 15.2109 12.1130 11.2411 10.0211  9.6567  8.6674  8.2271  8.0529  7.7445  7.1939  7.1688  6.8484
  28  0.487455  3.6213  4.7530 -1.1845 16.3629 15.0058 11.9164 11.0400  9.8134  9.4501  8.4828  8.0536  7.8804  7.5839  7.0669  7.0430  6.7372
  29  0.501469  3.6300  4.7438 -1.1282 16.1669 14.7424 11.6705 10.7887  9.5671  9.2055  8.2691  7.8545  7.6834  7.4008  6.9217  6.8991  6.6104
  30  0.519196  3.6415  4.7348 -1.0587 15.8878 14.3599 11.3226 10.4331  9.2482  8.8899  8.0017  7.6083  7.4419  7.1765  6.7419  6.7211  6.4534
  31  0.546414  3.6597  4.7257 -0.9557 15.3174 13.5095 10.6589  9.7694  8.7571  8.4069  7.6090  7.2515  7.0972  6.8544  6.4729  6.4545  6.2151
  32  0.666766  3.7211  4.6728 -0.5791 11.7643  9.9822  8.2348  7.5361  7.2383  6.9700  6.4068  6.1430  6.0300  5.8399  5.5507  5.5392  5.3702
  33  0.688066  3.7326  4.6625 -0.5083 10.8430  9.2117  7.7482  7.1046  6.9551  6.7028  6.1842  5.9380  5.8335  5.6529  5.3795  5.3693  5.2130
  34  0.793127  3.7822  4.5976 -0.1766  8.0719  7.0754  6.0581  5.5843  5.8148  5.6346  5.2579  5.0658  4.9834  4.8376  4.6226  4.6171  4.5089
  35  0.798409  3.7826  4.5925 -0.1684  8.0216  7.0509  6.0362  5.5629  5.7918  5.6123  5.2370  5.0453  4.9631  4.8176  4.6028  4.5973  4.4892
  36  0.814298  3.7876  4.5794 -0.1268  7.7442  6.8407  5.8669  5.4109  5.6634  5.4910  5.1289  4.9421  4.8619  4.7197  4.5103  4.5052  4.4013
  37  0.832947  3.7931  4.5631 -0.0788  7.4437  6.6069  5.6788  5.2421  5.5177  5.3528  5.0052  4.8238  4.7458  4.6072  4.4037  4.3991  4.2996
  38  0.853060  3.7989  4.5449 -0.0273  7.1408  6.3654  5.4852  5.0689  5.3638  5.2065  4.8735  4.6978  4.6220  4.4872  4.2898  4.2855  4.1906
  39  0.872096  3.8042  4.5274  0.0212  6.8694  6.1456  5.3097  4.9122  5.2202  5.0694  4.7496  4.5790  4.5053  4.3741  4.1825  4.1786  4.0877
  40  0.891593  3.8096  4.5095  0.0702  6.6067  5.9296  5.1381  4.7596  5.0764  4.9318  4.6249  4.4594  4.3878  4.2603  4.0744  4.0708  3.9840
  41  0.912730  3.8152  4.4901  0.1223  6.3408  5.7076  4.9620  4.6032  4.9247  4.7862  4.4925  4.3324  4.2629  4.1392  3.9595  3.9563  3.8734
  42  0.932968  3.8204  4.4712  0.1714  6.1049  5.5068  4.8024  4.4619  4.7831  4.6500  4.3679  4.2127  4.1452  4.0251  3.8511  3.8482  3.7689
  43  0.952181  3.8253  4.4544  0.2168  5.8938  5.3251  4.6585  4.3348  4.6526  4.5242  4.2527  4.1022  4.0365  3.9199  3.7514  3.7486  3.6727
  44  0.970628  3.8301  4.4395  0.2593  5.6972  5.1569  4.5254  4.2177  4.5301  4.4061  4.1448  3.9989  3.9352  3.8220  3.6589  3.6563  3.5834
  45  0.986120  3.8341  4.4272  0.2947  5.5337  5.0189  4.4172  4.1237  4.4273  4.3071  4.0549  3.9132  3.8511  3.7411  3.5826  3.5803  3.5098
  46  0.994265  3.8367  4.4207  0.3155  5.4502  4.9435  4.3604  4.0765  4.3673  4.2491  4.0024  3.8634  3.8023  3.6944  3.5392  3.5370  3.4678
  47  1.004123  3.8396  4.4127  0.3398  5.3451  4.8524  4.2895  4.0156  4.2968  4.1813  3.9406  3.8045  3.7448  3.6391  3.4872  3.4851  3.4175
  48  1.017027  3.8433  4.4038  0.3688  5.2193  4.7405  4.2011  3.9372  4.2132  4.1004  3.8664  3.7333  3.6748  3.5715  3.4234  3.4214  3.3557
  49  1.031262  3.8474  4.3950  0.4002  5.0805  4.6180  4.1049  3.8524  4.1224  4.0129  3.7863  3.6566  3.5996  3.4989  3.3552  3.3533  3.2897
  50  1.044951  3.8515  4.3873  0.4304  4.9442  4.4995  4.0125  3.7717  4.0341  3.9279  3.7090  3.5831  3.5277  3.4298  3.2908  3.2890  3.2276
  51  1.055451  3.8551  4.3819  0.4544  4.8285  4.4053  3.9404  3.7107  3.9623  3.8591  3.6479  3.5258  3.4719  3.3770  3.2424  3.2408  3.1813
  52  1.063745  3.8574  4.3775  0.4719  4.7454  4.3384  3.8886  3.6666  3.9101  3.8091  3.6033  3.4840  3.4312  3.3385  3.2072  3.2055  3.1474
  53  1.072079  3.8600  4.3733  0.4894  4.6623  4.2719  3.8372  3.6232  3.8576  3.7588  3.5586  3.4421  3.3905  3.3000  3.1720  3.1705  3.1136
  54  1.127667  3.8742  4.3493  0.5913  4.1905  3.8770  3.5338  3.3626  3.5561  3.4694  3.2989  3.1971  3.1517  3.0725  2.9619  2.9607  2.9100
  55  1.132945  3.8762  4.3487  0.6019  4.1486  3.8389  3.5034  3.3359  3.5246  3.4391  3.2718  3.1717  3.1270  3.0492  2.9409  2.9396  2.8896
  56  1.137555  3.8780  4.3479  0.6118  4.1123  3.8046  3.4756  3.3109  3.4954  3.4110  3.2464  3.1478  3.1037  3.0271  2.9208  2.9195  2.8700
  57  1.141943  3.8797  4.3471  0.6212  4.0783  3.7726  3.4491  3.2870  3.4677  3.3843  3.2223  3.1249  3.0814  3.0060  2.9016  2.9003  2.8513
  58  1.146185  3.8814  4.3461  0.6306  4.0407  3.7405  3.4225  3.2638  3.4405  3.3582  3.1988  3.1030  3.0602  2.9861  2.8836  2.8823  2.8339
  59  1.150445  3.8830  4.3448  0.6398  4.0024  3.7085  3.3960  3.2407  3.4134  3.3320  3.1753  3.0810  3.0389  2.9660  2.8655  2.8643  2.8165
  60  1.155031  3.8846  4.3435  0.6495  3.9626  3.6754  3.3686  3.2169  3.3854  3.3051  3.1512  3.0585  3.0170  2.9455  2.8470  2.8457  2.7985
  61  1.160263  3.8863  4.3422  0.6600  3.9192  3.6389  3.3388  3.1912  3.3548  3.2756  3.1248  3.0338  2.9931  2.9230  2.8268  2.8255  2.7788
  62  1.167307  3.8885  4.3409  0.6726  3.8665  3.5939  3.3029  3.1600  3.3173  3.2396  3.0928  3.0038  2.9641  2.8958  2.8022  2.8010  2.7549
  63  1.280632  3.9120  4.2862  0.8583  3.1677  2.9771  2.7894  2.6991  2.7925  2.7314  2.6281  2.5621  2.5328  2.4832  2.4181  2.4165  2.3747
  64  1.288262  3.9136  4.2820  0.8718  3.1212  2.9360  2.7537  2.6667  2.7544  2.6944  2.5941  2.5299  2.5012  2.4532  2.3902  2.3885  2.3469
  65  1.295496  3.9151  4.2777  0.8846  3.0774  2.8970  2.7197  2.6357  2.7183  2.6593  2.5618  2.4991  2.4711  2.4244  2.3633  2.3615  2.3200
  66  1.302726  3.9166  4.2732  0.8973  3.0347  2.8588  2.6862  2.6050  2.6828  2.6247  2.5301  2.4687  2.4415  2.3960  2.3367  2.3349  2.2933
