#NUMBER OF AGES= 1
#----------------------------------------------------       
#MIX-LEN  Y      Z          Zeff        [Fe/H] [a/Fe]
# 1.9380  0.3300 5.5373E-03 2.8186E-03  -0.72   0.40 
#----------------------------------------------------       
#**PHOTOMETRIC SYSTEM**: HST WFPC2 (Vega)                   
#----------------------------------------------------       
#AGE= 2.000 EEPS=274
#EEP   M/Mo    LogTeff  LogG   LogL/Lo F218W   F255W   F300W   F336W   F439W   F450W   F555W   F606W   F622W   F675W   F791W   F814W   F850LP
   6  0.114886  3.5176  5.2420 -2.7196 20.8348 20.8630 17.0258 16.2487 15.1097 14.6516 13.3656 12.8513 12.6700 12.2147 11.0091 10.9607 10.4262
   7  0.138042  3.5196  5.1683 -2.5574 20.4148 20.3964 16.5699 15.7835 14.6399 14.1979 12.9297 12.4157 12.2353 11.7832 10.6006 10.5528 10.0232
   8  0.179818  3.5270  5.0940 -2.3391 19.8268 19.6867 15.8996 15.0920 13.9356 13.5176 12.2842 11.7739 11.5943 11.1555 10.0385  9.9934  9.4822
   9  0.225321  3.5365  5.0464 -2.1559 19.3183 19.0363 15.3004 14.4721 13.3010 12.9037 11.7060 11.2011 11.0221 10.5996  9.5614  9.5193  9.0312
  10  0.248914  3.5410  5.0238 -2.0718 19.0886 18.7409 15.0276 14.1909 13.0127 12.6237 11.4419 10.9391 10.7602 10.3447  9.3435  9.3028  8.8255
  11  0.258449  3.5428  5.0124 -2.0372 18.9968 18.6229 14.9174 14.0773 12.8955 12.5098 11.3340 10.8319 10.6531 10.2402  9.2539  9.2137  8.7408
  12  0.263715  3.5438  5.0049 -2.0171 18.9434 18.5555 14.8548 14.0132 12.8293 12.4454 11.2728 10.7710 10.5923 10.1807  9.2022  9.1623  8.6916
  13  0.266940  3.5444  4.9992 -2.0036 18.9073 18.5106 14.8134 13.9709 12.7858 12.4030 11.2325 10.7310 10.5523 10.1415  9.1678  9.1281  8.6588
  14  0.269150  3.5448  4.9947 -1.9937 18.8808 18.4778 14.7831 13.9401 12.7541 12.3721 11.2033 10.7018 10.5231 10.1128  9.1425  9.1030  8.6346
  15  0.270954  3.5452  4.9906 -1.9853 18.8583 18.4502 14.7578 13.9142 12.7275 12.3462 11.1786 10.6773 10.4986 10.0887  9.1212  9.0817  8.6141
  16  0.272710  3.5455  4.9867 -1.9772 18.8366 18.4239 14.7333 13.8894 12.7020 12.3214 11.1549 10.6538 10.4751 10.0657  9.1007  9.0613  8.5945
  17  0.274590  3.5458  4.9829 -1.9690 18.8143 18.3968 14.7084 13.8640 12.6759 12.2959 11.1307 10.6297 10.4511 10.0421  9.0797  9.0404  8.5742
  18  0.276641  3.5462  4.9791 -1.9604 18.7907 18.3680 14.6820 13.8372 12.6483 12.2689 11.1051 10.6042 10.4256 10.0172  9.0577  9.0185  8.5531
  19  0.275325  3.5460  4.9783 -1.9608 18.7924 18.3691 14.6844 13.8399 12.6519 12.2720 11.1071 10.6054 10.4266 10.0180  9.0599  9.0204  8.5546
  20  0.279064  3.5465  4.9737 -1.9478 18.7561 18.3240 14.6437 13.7983 12.6097 12.2307 11.0675 10.5660 10.3872  9.9795  9.0264  8.9871  8.5227
  21  0.286645  3.5477  4.9664 -1.9237 18.6887 18.2395 14.5672 13.7203 12.5298 12.1523 10.9931 10.4925 10.3136  9.9079  8.9645  8.9256  8.4640
  22  0.376076  3.5702  4.8786 -1.6297 17.8145 17.0684 13.5764 12.7123 11.4981 11.1345 10.0337  9.5486  9.3707  8.9977  8.2037  8.1709  7.7599
  23  0.388167  3.5742  4.8629 -1.5843 17.6720 16.8602 13.4178 12.5527 11.3378 10.9736  9.8815  9.3988  9.2210  8.8538  8.0872  8.0552  7.6533
  24  0.395878  3.5775  4.8519 -1.5528 17.5896 16.7168 13.3150 12.4478 11.2257 10.8584  9.7687  9.2865  9.1081  8.7462  8.0063  7.9750  7.5815
  25  0.408561  3.5822  4.8358 -1.5044 17.4345 16.4830 13.1427 12.2751 11.0530 10.6834  9.6026  9.1233  8.9450  8.5901  7.8821  7.8518  7.4688
  26  0.422071  3.5875  4.8189 -1.4519 17.2606 16.2203 12.9495 12.0821 10.8627 10.4905  9.4213  8.9461  8.7679  8.4212  7.7476  7.7182  7.3473
  27  0.435283  3.5932  4.8029 -1.3995 17.0828 15.9576 12.7514 11.8842 10.6689 10.2949  9.2392  8.7694  8.5915  8.2534  7.6135  7.5851  7.2265
  28  0.447683  3.5990  4.7886 -1.3500 16.9101 15.7116 12.5583 11.6912 10.4808 10.1062  9.0658  8.6026  8.4254  8.0959  7.4864  7.4590  7.1123
  29  0.458938  3.6045  4.7764 -1.3049 16.7488 15.4892 12.3768 11.5097 10.3053  9.9313  8.9074  8.4515  8.2751  7.9539  7.3707  7.3442  7.0084
  30  0.469348  3.6099  4.7660 -1.2628 16.5989 15.2909 12.2053 11.3368 10.1383  9.7658  8.7596  8.3116  8.1363  7.8229  7.2634  7.2377  6.9122
  31  0.479337  3.6155  4.7567 -1.2219 16.4537 15.1072 12.0372 11.1661  9.9727  9.6031  8.6165  8.1769  8.0032  7.6974  7.1597  7.1348  6.8192
  32  0.482628  3.6181  4.7505 -1.1997 16.4014 15.0599 11.9793 11.1069  9.8901  9.5267  8.5499  8.1157  7.9423  7.6402  7.1073  7.0828  6.7702
  33  0.495910  3.6262  4.7409 -1.1461 16.2114 14.8179 11.7528 10.8765  9.6598  9.2984  8.3484  7.9273  7.7556  7.4665  6.9691  6.9459  6.6493
  34  0.511609  3.6363  4.7316 -1.0834 15.9712 14.4996 11.4597 10.5775  9.3798  9.0212  8.1098  7.7064  7.5379  7.2643  6.8077  6.7861  6.5084
  35  0.529482  3.6483  4.7236 -1.0131 15.6466 14.0454 11.0700 10.1826  9.0511  8.6970  7.8402  7.4597  7.2973  7.0406  6.6258  6.6059  6.3488
  36  0.630985  3.7063  4.6811 -0.6689 12.7033 10.7151  8.7675  8.0173  7.5766  7.2859  6.6736  6.3910  6.2700  6.0688  5.7606  5.7476  5.5631
  37  0.646134  3.7156  4.6740 -0.6138 12.0679 10.1082  8.3829  7.6691  7.3466  7.0675  6.4933  6.2259  6.1119  5.9188  5.6244  5.6125  5.4388
  38  0.663910  3.7257  4.6653 -0.5518 11.2502  9.4528  7.9554  7.2906  7.0993  6.8351  6.2985  6.0461  5.9393  5.7542  5.4737  5.4629  5.3007
  39  0.696146  3.7439  4.6495 -0.4409 10.2291  8.6692  7.3260  6.7178  6.6890  6.4507  5.9682  5.7372  5.6393  5.4678  5.2103  5.2015  5.0585
  40  0.742323  3.7653  4.6168 -0.2934  8.9672  7.7404  6.5893  6.0591  6.1949  5.9904  5.5685  5.3592  5.2702  5.1128  4.8790  4.8721  4.7489
  41  0.753878  3.7693  4.6069 -0.2609  8.7167  7.5580  6.4422  5.9264  6.0904  5.8929  5.4829  5.2779  5.1906  5.0361  4.8068  4.8002  4.6806
