#NUMBER OF AGES= 1
#----------------------------------------------------       
#MIX-LEN  Y      Z          Zeff        [Fe/H] [a/Fe]
# 1.9380  0.3300 5.5373E-03 2.8186E-03  -0.72   0.40 
#----------------------------------------------------       
#**PHOTOMETRIC SYSTEM**: HST WFPC2 (Vega)                   
#----------------------------------------------------       
#AGE= 3.000 EEPS=272
#EEP   M/Mo    LogTeff  LogG   LogL/Lo F218W   F255W   F300W   F336W   F439W   F450W   F555W   F606W   F622W   F675W   F791W   F814W   F850LP
   8  0.119953  3.5180  5.2238 -2.6808 20.7346 20.7524 16.9174 16.1383 14.9982 14.5440 13.2621 12.7479 12.5668 12.1122 10.9117 10.8633 10.3299
   9  0.145602  3.5205  5.1495 -2.5117 20.2948 20.2584 16.4369 15.6472 14.5018 14.0645 12.8022 12.2885 12.1084 11.6577 10.4845 10.4370  9.9097
  10  0.188484  3.5289  5.0822 -2.2991 19.7160 19.5456 15.7692 14.9567 13.7970 13.3839 12.1584 11.6492 11.4698 11.0346  9.9345  9.8900  9.3836
  11  0.223542  3.5362  5.0444 -2.1583 19.3270 19.0487 15.3100 14.4821 13.3109 12.9135 11.7153 11.2100 11.0309 10.6079  9.5682  9.5260  9.0373
  12  0.243232  3.5400  5.0241 -2.0862 19.1296 18.7956 15.0763 14.2412 13.0640 12.6739 11.4891 10.9858 10.8069 10.3899  9.3811  9.3401  8.8605
  13  0.253316  3.5420  5.0120 -2.0488 19.0289 18.6666 14.9568 14.1183 12.9377 12.5512 11.3732 10.8706 10.6918 10.2776  9.2845  9.2441  8.7690
  14  0.259210  3.5431  5.0036 -2.0260 18.9683 18.5900 14.8855 14.0451 12.8623 12.4778 11.3036 10.8016 10.6228 10.2101  9.2261  9.1859  8.7135
  15  0.263166  3.5438  4.9972 -2.0102 18.9262 18.5374 14.8368 13.9953 12.8108 12.4277 11.2561 10.7542 10.5754 10.1637  9.1855  9.1456  8.6747
  16  0.265994  3.5443  4.9922 -1.9983 18.8943 18.4978 14.8002 13.9579 12.7724 12.3903 11.2205 10.7189 10.5402 10.1291  9.1550  9.1153  8.6456
  17  0.268088  3.5448  4.9878 -1.9889 18.8693 18.4671 14.7718 13.9289 12.7426 12.3613 11.1929 10.6913 10.5127 10.1020  9.1312  9.0915  8.6228
  18  0.269849  3.5451  4.9840 -1.9809 18.8476 18.4406 14.7473 13.9040 12.7170 12.3363 11.1691 10.6677 10.4891 10.0789  9.1106  9.0710  8.6030
  19  0.271506  3.5454  4.9803 -1.9733 18.8273 18.4158 14.7245 13.8808 12.6931 12.3129 11.1470 10.6456 10.4671 10.0572  9.0913  9.0519  8.5845
  20  0.273254  3.5457  4.9768 -1.9656 18.8067 18.3908 14.7014 13.8573 12.6690 12.2894 11.1245 10.6234 10.4448 10.0354  9.0719  9.0326  8.5659
