6.839999999999974989e-01 2.131123120490493861e+01
8.040000000000020464e-01 2.183103609908615539e+01
7.740000000000009095e-01 2.170108487554085386e+01
5.110000000000027853e-01 2.056184581579373472e+01
9.430000000000013927e-01 2.243314343484604478e+01
5.590000000000010516e-01 2.076976777346620651e+01
9.039999999999999147e-01 2.226420684423714746e+01
5.320000000000000284e-01 2.065281167227542980e+01
6.820000000000021600e-01 2.130256779000193745e+01
5.960000000000000853e-01 2.093004094917207070e+01
1.044999999999998153e+00 2.287497759490004867e+01
6.420000000000030127e-01 2.112929949194154489e+01
6.059999999999980957e-01 2.097335802368716173e+01
1.237999999999999545e+00 2.371099713304148082e+01
1.205999999999999517e+00 2.357238249459316393e+01
5.829999999999984084e-01 2.087372875230243352e+01
6.430000000000006821e-01 2.113363119939304369e+01
1.093999999999997641e+00 2.308723126002403347e+01
2.579999999999991189e-01 1.946592383056168885e+01
1.048000000000001819e+00 2.288797271725459481e+01
7.240000000000001990e-01 2.148449950296534894e+01
9.470000000000027285e-01 2.245047026465208972e+01
7.869999999999990337e-01 2.175739707241047327e+01
8.009999999999983800e-01 2.181804097673161280e+01
3.940000000000019043e-01 2.005503604396706052e+01
9.120000000000025864e-01 2.229886050384923735e+01
1.039999999999999147e+00 2.285331905764250138e+01
7.019999999999981810e-01 2.138920193903211953e+01
9.969999999999998863e-01 2.266705563722757688e+01
1.012000000000000455e+00 2.273203124900022942e+01
8.380000000000009663e-01 2.197831415243749120e+01
3.779999999999965610e-01 1.998572872474287720e+01
8.129999999999988347e-01 2.187002146614973341e+01
5.399999999999991473e-01 2.068746533188750902e+01
1.214999999999999858e+00 2.361136786165675261e+01
3.030000000000008242e-01 1.966085066587964647e+01
1.141999999999999460e+00 2.329515321769652303e+01
3.239999999999980673e-01 1.975181652236134511e+01
9.899999999999984368e-01 2.263673368506700001e+01
4.010000000000033538e-01 2.008535799612763739e+01
3.299999999999982947e-01 1.977780676707040541e+01
1.240000000000001990e+00 2.371966054794451395e+01
4.710000000000000853e-01 2.038857751773332083e+01
9.149999999999991473e-01 2.231185562620375151e+01
8.279999999999994031e-01 2.193499707792238596e+01
5.609999999999999432e-01 2.077843118836922187e+01
7.469999999999998863e-01 2.158412877435007715e+01
1.051999999999999602e+00 2.290529954706062199e+01
1.168000000000002814e+00 2.340777761143579738e+01
4.250000000000007105e-01 2.018931897496386441e+01
6.060000000000016485e-01 2.097335802368717594e+01
4.379999999999988347e-01 2.024563117183348737e+01
9.570000000000007390e-01 2.249378733916718076e+01
9.510000000000005116e-01 2.246779709445812045e+01
3.449999999999988631e-01 1.984278237884305796e+01
