5.899999999999998579e-01 2.125700000000000145e+01
1.000000000000014211e-01 1.944800000000000040e+01
-1.139999999999972147e-01 1.912600000000000122e+01
1.950000000000002842e-01 2.284299999999999997e+01
4.909999999999996589e-01 2.123900000000000077e+01
1.025000000000002132e+00 2.292500000000000071e+01
9.520000000000017337e-01 2.196000000000000085e+01
6.649999999999991473e-01 2.208299999999999841e+01
6.750000000000007105e-01 2.234600000000000009e+01
4.550000000000018474e-01 2.132700000000000173e+01
1.360000000000027853e-01 1.837600000000000122e+01
7.499999999999928946e-02 1.947299999999999898e+01
3.559999999999980957e-01 2.028399999999999892e+01
3.680000000000021032e-01 2.055300000000000082e+01
3.019999999999996021e-01 1.974500000000000099e+01
1.890000000000000568e-01 1.840399999999999991e+01
6.370000000000004547e-01 2.197299999999999898e+01
5.859999999999985221e-01 2.319699999999999918e+01
6.899999999999977263e-01 2.223199999999999932e+01
5.030000000000001137e-01 2.070799999999999841e+01
3.349999999999972999e-01 1.936799999999999855e+01
8.709999999999986642e-01 2.218199999999999861e+01
6.630000000000002558e-01 2.267200000000000060e+01
4.179999999999992610e-01 2.083299999999999841e+01
6.779999999999972715e-01 2.105999999999999872e+01
4.759999999999990905e-01 2.085699999999999932e+01
8.240000000000016200e-01 2.291700000000000159e+01
2.769999999999974705e-01 1.936199999999999832e+01
5.369999999999990337e-01 2.157799999999999940e+01
5.539999999999984936e-01 2.084299999999999997e+01
1.769999999999996021e-01 1.710999999999999943e+01
5.320000000000000284e-01 2.150600000000000023e+01
9.160000000000003695e-01 2.231200000000000117e+01
7.199999999999988631e-01 2.257600000000000051e+01
7.469999999999998863e-01 2.323199999999999932e+01
3.740000000000023306e-01 2.040500000000000114e+01
2.310000000000016485e-01 2.057600000000000051e+01
3.539999999999992042e-01 1.976699999999999946e+01
5.249999999999985789e-01 2.129899999999999949e+01
7.590000000000003411e-01 2.241100000000000136e+01
5.519999999999996021e-01 2.065200000000000102e+01
9.500000000000241585e-02 1.758800000000000097e+01
8.949999999999995737e-01 2.316499999999999915e+01
3.429999999999999716e-01 2.061100000000000065e+01
7.420000000000008811e-01 2.203999999999999915e+01
-3.500000000000014211e-02 1.852299999999999969e+01
6.749999999999971578e-01 2.311799999999999855e+01
3.269999999999981810e-01 2.031899999999999906e+01
3.440000000000011937e-01 1.975900000000000034e+01
6.389999999999993463e-01 2.186199999999999832e+01
1.267999999999997129e+00 2.309199999999999875e+01
6.870000000000011653e-01 2.123300000000000054e+01
8.249999999999992895e-01 2.305099999999999838e+01
1.195000000000000284e+00 2.313299999999999912e+01
6.060000000000016485e-01 2.153200000000000003e+01
6.400000000000005684e-02 1.962500000000000000e+01
1.780000000000008242e-01 1.686700000000000088e+01
7.729999999999996874e-01 2.190599999999999881e+01
2.420000000000008811e-01 2.018299999999999983e+01
7.959999999999993747e-01 2.195100000000000051e+01
5.249999999999985789e-01 2.109199999999999875e+01
9.460000000000015064e-01 2.223100000000000165e+01
2.740000000000009095e-01 1.907199999999999918e+01
7.939999999999969305e-01 2.207999999999999829e+01
1.799999999999997158e-01 1.821099999999999852e+01
4.819999999999993179e-01 2.092800000000000082e+01
7.070000000000007390e-01 2.281800000000000139e+01
6.849999999999987210e-01 2.159600000000000009e+01
7.910000000000003695e-01 2.154899999999999949e+01
1.819999999999986073e-01 1.910399999999999920e+01
8.670000000000008811e-01 2.342999999999999972e+01
1.670000000000015916e-01 2.067800000000000082e+01
6.189999999999997726e-01 2.250000000000000000e+01
8.149999999999977263e-01 2.208299999999999841e+01
2.409999999999996589e-01 2.053399999999999892e+01
2.330000000000005400e-01 1.914199999999999946e+01
1.033000000000001251e+00 2.305600000000000094e+01
7.450000000000009948e-01 2.120700000000000074e+01
1.890000000000000568e-01 1.719500000000000028e+01
2.830000000000012506e-01 2.032900000000000063e+01
3.849999999999980105e-01 2.236299999999999955e+01
1.570000000000000284e-01 1.943199999999999861e+01
7.379999999999995453e-01 2.227400000000000091e+01
8.409999999999975273e-01 2.216799999999999926e+01
3.490000000000001990e-01 1.973499999999999943e+01
8.120000000000011653e-01 2.216000000000000014e+01
4.020000000000010232e-01 2.066000000000000014e+01
6.849999999999987210e-01 2.204400000000000048e+01
1.570000000000000284e-01 1.995700000000000074e+01
2.489999999999987779e-01 1.671099999999999852e+01
2.339999999999982094e-01 1.921699999999999875e+01
6.499999999999985789e-01 2.275499999999999901e+01
5.340000000000024727e-01 2.044900000000000162e+01
1.909999999999989484e-01 1.682799999999999940e+01
6.969999999999991758e-01 2.095499999999999829e+01
1.547999999999998266e+00 2.364699999999999847e+01
5.579999999999998295e-01 2.115399999999999991e+01
2.730000000000032401e-01 1.901000000000000156e+01
4.609999999999985221e-01 2.060999999999999943e+01
2.049999999999982947e-01 1.822899999999999920e+01
5.940000000000011937e-01 2.222100000000000009e+01
6.739999999999994884e-01 2.293199999999999861e+01
5.420000000000015916e-01 2.270400000000000063e+01
6.720000000000005969e-01 2.125100000000000122e+01
8.039999999999984936e-01 2.299899999999999878e+01
1.266000000000001791e+00 2.330300000000000082e+01
1.170000000000008811e-01 1.953800000000000026e+01
2.179999999999999716e-01 1.942099999999999937e+01
7.109999999999985221e-01 2.074399999999999977e+01
6.340000000000003411e-01 2.126200000000000045e+01
9.149999999999991473e-01 2.256299999999999883e+01
3.910000000000017906e-01 2.068400000000000105e+01
7.339999999999982094e-01 2.228099999999999881e+01
4.349999999999987210e-01 2.133899999999999864e+01
7.069999999999971863e-01 2.220799999999999841e+01
1.999999999999992895e-01 1.822100000000000009e+01
1.201999999999998181e+00 2.278099999999999881e+01
1.603999999999999204e+00 2.401099999999999923e+01
7.150000000000034106e-01 2.223400000000000176e+01
6.429999999999971294e-01 2.158299999999999841e+01
3.969999999999984652e-01 1.970599999999999952e+01
1.790000000000020464e-01 1.988500000000000156e+01
7.179999999999999716e-01 2.203399999999999892e+01
5.769999999999981810e-01 2.121099999999999852e+01
1.015999999999998238e+00 2.275199999999999889e+01
1.859999999999999432e-01 1.859400000000000119e+01
1.644999999999999574e+00 2.389199999999999946e+01
3.699999999999974420e-01 2.078399999999999892e+01
7.759999999999998010e-01 2.160699999999999932e+01
7.989999999999994884e-01 2.162000000000000099e+01
