# All refereed publications based on data obtained from the HLA must carry the following footnote: 
#
#     Based on observations made with the NASA/ESA Hubble Space Telescope,
#     and obtained from the Hubble Legacy Archive, which is a collaboration
#     between the Space Telescope Science Institute (STScI/NASA), the Space
#     Telescope European Coordinating Facility (ST-ECF/ESA) and the Canadian
#     Astronomy Data Centre (CADC/NRC/CSA).
#
# One copy of each paper resulting from data obtained from the HLA should be sent to the STScI
# ---------------------------------------------------------------------------------------------------------
# Proposal ID    :      10775
# Image File Name:                                                                                 
# Target Name    :                                                                                 
# Date Observed  :                     
# Time Observed  :                     
# Instrument     : WFPC2   
# Detector       : WFPC2/WFC
# Target RA      :   263.102715
# Target DEC     :   -66.953698
# Orientation    :     -999.000
# Aperture RA    :  -999.000000
# Aperture DEC   :  -999.000000
# Aperture PA    :     -999.000
# Exposure Start :  -999.000000
# Exposure Time  :      340.000
# CCD Gain       :     -999.000
# Filter 1       : detection
# Filter 2       :         
# ---------------------------------------------------------------------------------------------------------
# Data Release Version :            (DAOphot Catalog)
# Aperture Radius      :0.30
# Nobj                 :        477
#
#  Object      Pixel Position      ICRS Coordinates        f606w    f814w    f606w    f814w
#      ID       X          Y       RA          DEC     | MagAP2----------| TotMag----------| CI--------------| Flags-----------
        4    783.791    241.513 263.1064796 -66.9829585   22.385   22.157   22.215   21.973    0.927    0.815        0       16 
       12    795.530    324.965 263.1056439 -66.9806405   22.436   22.124   22.266   21.940    1.068    1.055        0        0 
       13    906.870    341.002 263.0977347 -66.9801958   21.569   21.292   21.399   21.108    1.012    1.068        0        0 
       14    777.894    344.784 263.1068963 -66.9800898   22.916   21.426   22.746   21.242    0.999    0.966        0        0 
       18   1043.832    363.482 263.0880057 -66.9795716   20.812   20.640   20.642   20.456    0.888    0.850        0       16 
       20    708.472    388.547 263.1118263 -66.9788735   17.752   16.943   17.582   16.759    0.981    1.021        0        0 
       22    772.512    402.060 263.1072773 -66.9784988   21.453   21.154   21.283   20.970    0.926    0.918        0        0 
       23   1081.167    412.609 263.0853538 -66.9782070   20.353   20.204   20.183   20.020    0.973    0.979        0        0 
       24    734.243    417.197 263.1099951 -66.9780780   18.646   18.418   18.476   18.234    0.994    0.994        0        0 
       26    760.683    438.803 263.1081166 -66.9774781   22.513   21.950   22.343   21.766    1.181    0.995        0        0 
       27    997.820    440.809 263.0912737 -66.9774236   20.643   20.485   20.473   20.301    0.967    1.020        0        0 
       28   1174.792    440.474 263.0787041 -66.9774327   21.490   21.212   21.320   21.028    1.024    1.004        0        0 
       29   1188.122    440.785 263.0777573 -66.9774240   20.531   20.398   20.361   20.214    1.037    1.065        0        0 
       30    708.775    450.747 263.1118031 -66.9771458   20.749   20.298   20.579   20.114    0.999    1.020        0        0 
       31   1199.820    456.825 263.0769267 -66.9769784   22.354   21.897   22.184   21.713    1.058    0.994        0        0 
       32    907.957    461.698 263.0976561 -66.9768431   15.104   14.400   15.104   14.216    1.446    1.285        4        4 
       33   1177.867    468.858 263.0784860 -66.9766443   22.695   22.038   22.525   21.854    1.055    1.089        0        0 
       37   1008.320    490.666 263.0905278 -66.9760387   21.512   21.629   21.512   21.445    1.513    1.181        1        0 
       39   1029.169    497.109 263.0890470 -66.9758598   15.061   14.402   15.061   14.402    1.664    1.635        4        4 
       40    738.401    499.332 263.1096977 -66.9757965   21.559   21.248   21.389   21.064    0.964    0.940        0        0 
       41    894.535    504.498 263.0986088 -66.9756541   21.002   20.765   20.832   20.581    0.974    0.991        0        0 
       42    548.444    508.176 263.1231883 -66.9755484   20.947   20.729   20.777   20.545    0.970    0.962        0        0 
       43    581.427    507.753 263.1208458 -66.9755606   22.687   21.652   22.517   21.468    0.988    0.958        0        0 
       45    553.225    510.873 263.1228486 -66.9754735   20.890   20.690   20.720   20.506    1.006    0.993        0        0 
       47   1262.696    517.694 263.0724620 -66.9752873   21.418   21.221   21.248   21.037    0.946    0.960        0        0 
       48    556.070    518.994 263.1226462 -66.9752480   22.100   21.766   21.930   21.582    1.022    1.002        0        0 
       49   1282.436    519.700 263.0710601 -66.9752314   21.618   21.273   21.448   21.089    0.984    0.981        0        0 
       50   1208.515    522.752 263.0763100 -66.9751471   22.682   22.012   22.512   21.828    1.196    1.248        0        0 
       52   1032.110    525.534 263.0888381 -66.9750702   19.107   18.922   18.937   18.738    0.933    0.890        0        0 
       53    733.498    525.524 263.1100452 -66.9750689   21.212   20.010   21.042   19.826    1.011    0.973        0        0 
       54   1018.546    537.296 263.0898014 -66.9747435   21.759   21.430   21.589   21.246    0.952    1.036        0        0 
       55   1250.703    538.163 263.0733140 -66.9747187   22.798   22.446   22.628   22.262    0.996    0.952        0        0 
       56   1388.859    539.870 263.0635025 -66.9746701   19.635   19.426   19.465   19.242    1.007    1.001        0        0 
       57    922.150    542.331 263.0966472 -66.9746033   22.501   22.043   22.331   21.859    1.025    1.050        0        0 
       58    964.741    541.751 263.0936225 -66.9746196   18.754   18.627   18.584   18.443    0.953    0.932        0        0 
       59   1218.454    547.968 263.0756044 -66.9744466   19.731   19.597   19.561   19.413    0.945    0.971        0        0 
       61   1301.743    549.260 263.0696895 -66.9744101   21.800   21.508   21.630   21.324    0.975    1.016        0        0 
       62   1314.211    555.108 263.0688042 -66.9742476   22.731   21.380   22.561   21.196    1.106    1.066        0        0 
       63   1418.912    554.999 263.0613687 -66.9742496   20.430   20.274   20.430   20.274    1.962    1.655        1        1 
       64   1189.555    557.255 263.0776569 -66.9741887   16.660   16.227   16.490   16.043    0.984    0.948        0        0 
       66    871.082    559.032 263.1002737 -66.9741392   21.908   21.568   21.738   21.384    1.095    1.090        0        0 
       67   1417.082    558.571 263.0614988 -66.9741504   19.137   18.930   18.967   18.746    0.886    0.950        0        0 
       68   1207.431    563.379 263.0763875 -66.9740185   20.393   20.306   20.223   20.122    0.961    1.017        0        0 
       69   1091.298    569.893 263.0846348 -66.9738380   22.533   22.053   22.363   21.869    1.061    1.057        0        0 
       70   1460.520    575.297 263.0584145 -66.9736852   23.640   21.947   23.470   21.763    1.200    0.992        8        0 
       71   1359.146    585.062 263.0656138 -66.9734151   22.819   22.068   22.649   21.884    1.069    1.096        0        0 
       72   1247.396    588.724 263.0735497 -66.9733143   19.161   19.034   18.991   18.850    0.947    0.965        0        0 
       73   1568.568    590.530 263.0507421 -66.9732605   21.525   21.111   21.355   20.927    0.968    0.957        0        0 
       75   1078.360    592.227 263.0855536 -66.9732176   18.975   18.800   18.805   18.616    1.000    1.009        0        0 
       76   1077.356    599.133 263.0856249 -66.9730258   19.172   19.016   19.002   18.832    1.012    0.969        0        0 
       77    832.675    599.735 263.1030005 -66.9730083   22.732   22.304   22.562   22.120    0.970    0.949        0        0 
       78   1455.371    599.609 263.0587810 -66.9730099   21.836   21.397   21.666   21.213    0.927    0.924        0        0 
       79    892.050    604.267 263.0987840 -66.9728828   21.101   20.905   20.931   20.721    0.996    0.991        0        0 
       80   1483.681    608.109 263.0567709 -66.9727735   21.799   21.500   21.629   21.316    0.927    0.962        0        0 
       81   1547.968    609.420 263.0522058 -66.9727361   22.756   21.545   22.586   21.361    0.907    0.975        0        0 
       82    933.204    617.469 263.0958614 -66.9725162   21.405   21.160   21.235   20.976    0.970    1.036        0        0 
       83    678.821    621.779 263.1139254 -66.9723945   21.135   20.838   20.965   20.654    0.993    1.082        0        0 
       84    644.250    624.633 263.1163803 -66.9723148   19.249   19.046   19.079   18.862    0.954    0.977        0        0 
       85   1037.379    625.818 263.0884638 -66.9722845   19.355   19.210   19.185   19.026    0.932    0.916        0        0 
       86    905.707    631.945 263.0978139 -66.9721140   22.979   22.237   22.809   22.053    1.178    1.147        0        0 
       87   1051.539    632.039 263.0874583 -66.9721117   21.398   19.428   21.228   19.244    1.044    1.026        0        0 
       88   1258.457    632.999 263.0727650 -66.9720844   18.623   18.392   18.453   18.208    0.935    0.927        0        0 
